This	February 26, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE PARASITES, by Daphne du Maurier.	1	7
""			
2	THE EGYPTIAN, by Mika Waltari.	2	25
""			
3	THE KING'S CAVALIER, by Samuel Shellabarger.	3	6
""			
4	GENTIAN HILL, by Elizabeth Goudge.	4	7
""			
5	MARY, by Sholem Asch.	5	19
""			
6	A RAGE TO LIVE, by John O'Hara.	6	26
""			
7	THE HORSE'S MOUTH, by Joyce Cary.	7	3
""			
8	ONE ON THE HOUSE, by Mary Lasswell.	8	12
""			
9	I, MY ANCESTOR, by Nancy Wilson Ross.	14	2
""			
10	A LONG DAY'S DYING, by Frederick Buechner.	11	5
""			
11	JUBILEE TRAIL, by Gwen Bristow.	--	1
""			
12	THE WOMAN OF ROME, by Alberto Moravia.	10	14
""			
13	THE WAY WEST, by A.B. Guthrie Jr.	9	18
""			
14	THE SHELTERING SKY, by Paul Bowles.	12	9
""			
15	THE STRANGE LAND, by Ned Calmer.	--	1
""			
16	HOME TOWN, by Cleveland Amory.	13	5
This	February 26, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THIS I REMEMBER, by Eleanor Roosevelt.	1	14
""			
2	THE MATURE MIND, by Harry Allen Overstreet.	2	27
""			
3	HOME SWEET ZOO, by Clare Barnes.	4	11
""			
4	WHITE COLLAR ZOO, by Clare Barnes.	3	32
""			
5	MY THREE YEARS IN MOSCOW, by Walter Bedell Smith.	5	6
""			
6	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	7	5
""			
7	MODERN ARMS AND FREE MEN, by Vannevar Bush.	6	12
""			
8	DECISION IN GERMANY, by Lucius Du Bignon Clay.	--	1
""			
9	THE AUTOBIOGRAPHY OF WILL ROGERS, by Donald Day.	10	18
""			
10	I LEAP OVER THE WALL, by Monica Baldwin.	14	2
""			
11	MR. JONES, MEET THE MASTER, by Peter Marshall.	8	8
""			
12	THE ROAD AHEAD, by John T. Flynn.	12	4
""			
13	A GUIDE TO CONFIDENT LIVING, by Norman Vincent Peale.	11	73
""			
14	THE FRENCHMAN, by Philippe Halsman.	9	11
""			
15	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	13	30
""			
16	THE SEVEN STOREY MOUNTAIN, by Thomas Merton.	--	63
