This	October 22, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	1	5
""			
2	THE CARDINAL, by Henry Morton Robinson.	2	29
""			
3	THE ADVENTURER, by Mika Waltari.	5	3
""			
4	FLOODTIDE, by Frank Yerby.	3	8
""			
5	THE SPANISH GARDENER, by A.J. Cronin.	4	6
""			
6	OWEN GLEN, by Ben Ames Williams.	8	6
""			
7	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	9	7
""			
8	JUBILEE TRAIL, by Gwen Bristow.	6	35
""			
9	WORLD AND ENOUGH TIME, by Robert Penn Warren.	7	16
""			
10	THE ROMAN SPRING OF MRS.STONE, by Tennessee Williams.	11	2
""			
11	THE WALL, by John Hersey.	10	33
""			
12	THE LEGACY, by Nevil Shute.	13	17
""			
13	TWO ADOLESCENTS, by Alberto Moravia.	14	11
""			
14	CHAMPION ROAD, by Frank Tilsley.	--	1
""			
15	HOMEWARD BORNE, by Ruth Chatterton.	12	22
""			
16	THE WIDOW, by Susan Yorke.	--	1
This	October 22, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	2	6
""			
2	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	1	28
""			
3	COURTROOM, by Quentin Reynolds.	3	19
""			
4	DIANETICS, by L. Ron Hubbard.	5	19
""			
5	THE LITTLE PRINCESSES, by Marion Crawford.	4	13
""			
6	THE MATURE MIND, by Harry Allen Overstreet.	6	61
""			
7	BEHIND THE FLYING SAUCERS, by Frank Scully.	7	4
""			
8	ANYBODY CAN DO ANYTHING, by Betty MacDonald.	11	6
""			
9	WORDS IN COLLISION, by Immanuel Velikovsky.	8	28
""			
10	BELLES ON THEIR TOES, by Frank B. Gilbreth and Ernestine Gilbreth Carey.	--	1
""			
11	THE STORY OF ERNIE PYLE, by Lee G. Miller.	9	6
""			
12	NUTS IN MAY, by Cornelia Otis Skinner.	--	1
""			
13	TRUMAN MERRY-GO-ROUND, by Robert S. Allen and William V. Shannon.	10	2
""			
14	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	14	32
""			
15	THE MAN OF INDEPENDENCE, by Jonathan Daniels.	12	2
""			
16	GENERATION ON TRIAL, by Alistair Cooke.	--	1
