This	July 8, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	FROM HERE TO ETERNITY, by James Jones.	1	18
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	12
""			
3	RETURN TO PARADISE, by James A. Michener.	3	10
""			
4	PROUD NEW FLAGS, by F. Van Wyck Mason.	4	10
""			
5	THE FOUNDLING, by Francis Cardinal Spellman.	6	5
""			
6	A WOMAN CALLED FANCY, by Frank Yerby.	5	7
""			
7	THE TROUBLED AIR, by Irwin Shaw.	7	3
""			
8	THIS IS THE HOUR, by Lion Feuchtwanger.	8	5
""			
9	FESTIVAL, by J.B. Priestley.	10	12
""			
10	JOY STREET, by Frances Parkinson Keyes.	9	31
""			
11	APRIL SNOW, by Lillian Budd.	12	4
""			
12	SCANDALOUS MRS.BLACKFORD, by Harnett T. Kane and Victor Leclerc.	--	2
""			
13	OLD HERBACEOUS, by Reginald Arkell.	14	17
""			
14	NEW YORK 22, by Ilka Chase.	--	13
""			
15	THE HIGH CALLING, by James Street.	13	2
""			
16	GOD'S MEN, by Pearl S. Buck.	11	11
This		July 8, 1951	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	KON-TIKI, by Thor Heyerdahl.		1	43
""				
2	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.		3	17
""				
3	A KING'S STORY, by Edward Windsor, Duke of Windsor.		2	11
""				
4	A SOLDIER'S STORY, by Omar Nelson Bradley.		11	2
""				
5	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.		4	16
""				
6	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell		5	12
""	Woodroffe.			
""				
7	THE CHINA STORY, by Freda Utley.		6	6
""				
8	MY SIX CONVICTS, by Donald Powell Wilson.		10	21
""				
9	COMMUNISM, DEMOCRACY, AND CATHOLIC POWER, by Paul Blanshard.		8	5
""				
10	OUT OF THIS WORLD, by Lowell Thomas Jr.		14	29
""				
11	WE BARRYMORES, by Lionel Barrymore and Cameron Shipp.		9	6
""				
12	ROMMEL, THE DESERT FOX, by Desmond Young.		7	23
""				
13	CABLE CAR CARNIVAL, by Lucius Beebe and Charles Clegg.		12	2
""				
14	DOMINATIONS AND POWERS, by George Santayana.		--	6
""				
15	ARK OF EMPIRE, by Idwal Jones.		--	1
""				
16	THE RIDDLE OF MACARTHUR, by John Gunther.		13	18
