This	February 3, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	19
""			
2	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	2	7
""			
3	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	3	29
""			
4	COMPULSION, by Meyer Levin. (Simon and Schuster.)	5	12
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
5		4	13
""	Associates.)		
""			
6	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	7	3
""			
7	THE ETRUSCAN, by Mika Waltari. ( G. P. Putnam's Sons.)	8	3
""			
8	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	6	99
""			
9	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	12	50
""			
10	TOWER IN THE WEST, by Frank Norris. (Harper and Brothers.)	9	2
""			
11	JERICHO'S DAUGHTERS, by Paul Wellman. (Doubleday.)	13	15
""			
12	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	--	1
""			
13	KING OF PARIS, by Guy Endore. (Cresset Press.)	10	16
""			
14	THE LAST OF THE WINE, by Mary Renault. (Pantheon Books, Inc.)	11	5
""			
15	THESE THOUSAND HILLS, by A.B. Guthrie Jr. (Houghton Mifflin.)	14	8
""			
16	THE VOICE AT THE BACK DOOR, by Elizabeth Spencer. (McGraw Hill.)	--	1
This	February 3, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	3	8
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	1	19
""			
3	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	2	12
""			
4	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	4	9
""			
5	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	5	16
""			
6	THE NEW WORLD, by Winston S. Churchill. (Dodd, Mead and Company.)	6	10
""			
7	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	7	55
""			
8	THE LAST PARALLEL, by Martin Russ. (Rinehart and Company.)	--	1
""			
9	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	8	9
""			
10	CITADEL, by William Smith White. (Harper and Brothers.)	--	1
""			
11	THE LIFE OF THE PARTY, by Bennett Cerf. (Hanover House.)	9	9
""			
12	WATER, WATER EVERYWHERE, by Emily Kimbrough. (Harper and Brothers.)	12	8
""			
13	AUTUMN ACROSS AMERICA, by Edwin Way Teale. (Dodd, Mead and Co.)	10	13
""			
14	ALL OUT OF STEP, by Gerard B. Lambert. (Doubleday.)	16	3
""			
15	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	13	18
""			
""	THREE SAINTS AND A SINNER, by Louise Hall Tharp. (Little, Brown and		
16		11	15
""	Company.)		
