This	June 29, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	23
""			
2	ICE PALACE, by Edna Ferber. (Doubleday.)	2	14
""			
3	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	3	17
""			
4	A SUMMER PLACE, by Sloan Wilson. (Simon and Schuster, Inc.)	4	10
""			
5	THE GREENGAGE SUMMER, by Rumer Godden. (Viking.)	6	12
""			
6	THE NORTHERN LIGHT, by A.J. Cronin. (Little, Brown and Company.)	8	3
""			
7	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	5	17
""			
8	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	12	44
""			
9	THE TRAVELS OF JAIMIE McPHEETERS, by Robert Lewis Taylor. (Doubleday.)	7	10
""			
10	THE MOUNTAIN ROAD, by Theodore H. White. (William Sloane Associates.)	10	5
""			
11	THE MACKEREL PLAZA, by Peter De Vries. ( Little, Brown and Company.)	14	11
""			
12	SEIDMAN AND SON, by Elick Moll. (G. P. Putnam's Sons.)	11	3
""			
13	STRANGERS WHEN WE MEET, by Evan Hunter. (Constable and Company Ltd.)	9	2
""			
14	A DEATH IN THE FAMILY, by James Agee. (McDowell, Obolensky.)	16	14
""			
15	THE SERGEANT, by Dennis Murphy. (Viking.)	--	12
""			
16	TWO WOMEN, by Alberto Moravia. (Farrar Straus and Young.)	15	2
This	June 29, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	1	14
""			
2	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	2	10
""			
3	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	3	29
""			
4	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	4	7
""			
5	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	5	32
""			
6	THE ORDEAL OF WOODROW WILSON, by Herbert Hoover. (McGraw-Hill.)	6	7
""			
7	MADISON AVENUE, U.S.A., by Martin Mayer. (Harper and Brothers.)	7	14
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
8		8	2
""	Company.)		
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
9		10	46
""	Paul Smith. (W.W. Norton and Company.)		
""			
10	LIFE PLUS 99 YEARS, by Nathan F. Leopold. (Doubleday and Company Inc.)	--	13
""			
""	THE PRIVATE WORLD OF PABLO PICASSO, by David Douglas Duncan.		
11		9	9
""	(Harper and Brothers.)		
""			
12	THE CATTLEMEN, by Mari Sandoz. (Hastings House.)	13	2
""			
13	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	--	20
""			
14	A NEW ENGLAND GIRLHOOD, by Nancy Hale. (Little, Brown and Company.)	--	1
""			
15	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	12	43
""			
16	THE CHURCHILLS, by A.L. Rowse. (Harper and Brothers.)	--	1
