This	December 17, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DISENCHANTED, by Budd Schulberg.	1	7
""			
2	SON OF A HUNDRED KINGS, by Thomas B. Costain.	5	6
""			
3	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	2	13
""			
4	THE CARDINAL, by Henry Morton Robinson.	3	37
""			
5	THE ADVENTURER, by Mika Waltari.	4	11
""			
6	JOY STREET, by Frances Parkinson Keyes.	10	2
""			
7	BENNETT'S WELCOME, by Inglis Fletcher.	9	7
""			
8	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	6	15
""			
9	FLOODTIDE, by Frank Yerby.	7	16
""			
10	THE SPANISH GARDENER, by A.J. Cronin.	8	14
""			
11	PATHWAY TO THE STARS, by Harnett T. Kane.	14	4
""			
12	THE WIDOW, by Susan Yorke.	13	9
""			
13	JUBILEE TRAIL, by Gwen Bristow.	12	43
""			
14	THE SIGN OF JONAH, by Nancy Hale.	--	5
""			
15	HELENA, by Evelyn Waugh.	11	6
""			
16	COUNTRY CHRONICLE, by Angela Thirkell.	15	4
This	December 17, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	14
""			
2	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	2	36
""			
3	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.	3	4
""			
4	BELLES ON THEIR TOES, by Frank B. Gilbreth and Ernestine Gilbreth Carey.	4	9
""			
5	THE HINGE OF FATE, by Winston Churchill.	--	1
""			
6	NUTS IN MAY, by Cornelia Otis Skinner.	6	9
""			
7	COURTROOM, by Quentin Reynolds.	5	27
""			
8	BEHIND THE FLYING SAUCERS, by Frank Scully.	7	12
""			
9	OUT OF THIS WORLD, by Lowell Thomas Jr.	--	1
""			
10	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	9	39
""			
11	DIANETICS, by L. Ron Hubbard.	8	27
""			
12	PRESIDENTS WHO HAVE KNOWN ME, by George E. Allen.	11	7
""			
13	DECLINE AND FALL OF PRACTICALLY EVERYBODY, by Will Cuppy.	16	2
""			
14	THE MATURE MIND, by Harry Allen Overstreet.	10	69
""			
15	BAGHDAD 1951, by Herb Caen.	--	1
""			
16	LIFE'S PICTURE HISTORY OF WORLD WAR II, by Time-Life.	--	1
