This	November 11, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	30
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	13
""			
3	MELVILLE GOODWIN, USA, by John Marquand.	3	4
""			
4	FROM HERE TO ETERNITY, by James Jones.	4	36
""			
5	THE CATCHER IN THE RYE, by J.D. Salinger.	5	16
""			
6	MOSES, by Sholem Asch.	7	5
""			
7	THE PRESIDENT'S LADY, by Irving Stone.	8	5
""			
8	THE BLESSING, by Nancy Mitford.	9	3
""			
9	THE IRON MISTRESS, by Paul I. Wellman.	6	14
""			
10	THE HOLY SINNER, by Thomas Mann.	12	7
""			
11	REQUIEM FOR A NUN, by William Faulkner.	11	5
""			
12	THE WANDERER, by Mika Waltari.	--	1
""			
13	THE DUKE'S DAUGHTER, by Angela Thirkell.	--	1
""			
14	LIE DOWN IN DARKNESS, by William Styron.	10	7
""			
15	THE END OF THE AFFAIR, by Graham Greene.	--	1
""			
16	MR.SMITH, by Louis Bromfield.	13	10
This	November 11, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	17
""			
2	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	3	3
""			
3	KON-TIKI, by Thor Heyerdahl.	2	61
""			
4	THE MAGNIFICENT CENTURY, by Thomas B. Costain.	5	6
""			
5	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	4	35
""			
6	DIZZY, by Hesketh Pearson.	6	10
""			
7	A MAN CALLED PETER, by Catherine Marshall.	7	3
""			
8	WHITE MAN RETURNS, by Agnes Newton Keith.	8	12
""			
9	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	12	2
""			
10	FIFTY BILLION DOLLARS, by Jesse H. Jones and Edward Angly.	--	1
""			
11	THE MEMOIRS OF HERBERT HOOVER, by Herbert Hoover.	--	1
""			
12	THE STORY OF THE NEW YORK TIMES, by Meyer Berger.	16	6
""			
13	SCHNOZZOLA, by Gene Fowler.	15	5
""			
14	AMERICAN DIPLOMACY, 1900-1950, by George F. Kennan.	9	4
""			
15	FIGHT AGAINST FEARS, by Lucy Freeman.	11	16
""			
16	TIME TO REMEMBER, by Lloyd C. Douglas.	--	1
