This	January 15, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE EGYPTIAN, by Mika Waltari.	1	19
""			
2	MARY, by Sholem Asch.	2	13
""			
3	A RAGE TO LIVE, by John O'Hara.	3	20
""			
4	THE WAY WEST, by A.B. Guthrie Jr.	4	12
""			
5	ONE ON THE HOUSE, by Mary Lasswell.	5	6
""			
6	THE WOMAN OF ROME, by Alberto Moravia.	6	8
""			
7	THE MUDLARK, by Theodore Bonnet.	10	20
""			
8	THE MAN WITH THE GOLDEN ARM, by Nelson Algren.	9	16
""			
9	THE SHELTERING SKY, by Paul Bowles.	16	3
""			
10	THE BIG FISHERMAN, by Lloyd C. Douglas.	7	59
""			
11	THE PARASITES, by Daphne du Maurier.	--	1
""			
12	THE DREAM MERCHANTS, by Harold Robbins.	13	10
""			
13	GENTIAN HILL, by Elizabeth Goudge.	--	1
""			
14	PRINCE OF EGYPT, by Dorothy Clarke Wilson.	15	4
""			
15	LET LOVE COME LAST, by Taylor Caldwell.	8	22
""			
16	GYPSY SIXPENCE, by Edison Marshall.	--	8
This	January 15, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THIS I REMEMBER, by Eleanor Roosevelt.	2	8
""			
2	WHITE COLLAR ZOO, by Clare Barnes.	1	26
""			
3	HOME SWEET ZOO, by Clare Barnes.	3	5
""			
4	THE MATURE MIND, by Harry Allen Overstreet.	4	21
""			
5	THE AUTOBIOGRAPHY OF WILL ROGERS, by Donald Day.	5	12
""			
6	MODERN ARMS AND FREE MEN, by Vannevar Bush.	10	6
""			
7	THE WATERS OF SILOE, by Thomas Merton.	7	16
""			
8	A GUIDE TO CONFIDENT LIVING, by Norman Vincent Peale.	8	67
""			
9	THE GREATEST STORY EVER TOLD, by Fulton Oursler.	11	36
""			
10	PEACE OF SOUL, by Fulton J. Sheen.	6	39
""			
11	THE FRENCHMAN, by Philippe Halsman.	13	7
""			
12	MR. JONES, MEET THE MASTER, by Peter Marshall.	15	2
""			
13	W.C. FIELDS, by Robert L. Taylor.	--	1
""			
14	BAGHDAD-BY-THE-BAY, by Herb Caen.	14	11
""			
15	THE SEVEN STOREY MOUNTAIN, by Thomas Merton.	9	58
""			
16	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	12	24
