This	April 20, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	13
""			
2	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	2	7
""			
3	ICE PALACE, by Edna Ferber. (Doubleday.)	8	4
""			
4	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	4	7
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
5		3	33
""	Company.)		
""			
6	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	6	13
""			
7	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	5	34
""			
8	MAGGIE-NOW, by Betty Smith. (Harper and Brothers.)	7	8
""			
9	THE SERGEANT, by Dennis Murphy. (Viking.)	9	3
""			
10	THE GREENGAGE SUMMER, by Rumer Godden. (Viking.)	12	2
""			
11	TIME AND THE HOUR, by Howard Spring. (Harper and Brothers.)	11	6
""			
12	THE MACKEREL PLAZA, by Peter De Vries. ( Little, Brown and Company.)	--	1
""			
13	EXILE AND THE KINGDOM, by Albert Camus. (Alfred A. Knopf.)	13	4
""			
14	HOME FROM THE HILL, by William Humphrey. (Alfred A. Knopf.)	14	8
""			
15	THEY CAME TO CORDURA, by Glendon Swarthout. (Random House.)	--	2
""			
16	SOME CAME RUNNING, by James Jones. (Charles Scribner's Sons.)	15	13
This	April 20, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	1	19
""			
2	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	2	4
""			
3	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	3	22
""			
""	THE GREAT DEMOCRACIES, by Winston S. Churchill. (Dodd, Mead and		
4		5	5
""	Company.)		
""			
5	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	4	33
""			
6	MADISON AVENUE, U.S.A., by Martin Mayer. (Harper and Brothers.)	11	4
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
7		6	36
""	Paul Smith. (W.W. Norton and Company.)		
""			
8	LIFE PLUS 99 YEARS, by Nathan F. Leopold. (Doubleday and Company Inc.)	7	5
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
9		8	18
""	David Loth. (Simon and Schuster.)		
""			
10	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	--	29
""			
11	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	9	14
""			
""	RUSSIA, THE ATOM AND THE WEST, by George F. Kennan. (Harper and		
12		--	1
""	Brothers.)		
""			
13	VOLTAIRE IN LOVE, by Nancy Mitford. (Harper and Brothers.)	12	6
""			
14	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	10	32
""			
15	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	13	24
""			
""	THE PRIVATE WORLD OF PABLO PICASSO, by David Douglas Duncan.		
16		--	2
""	(Harper and Brothers.)		
