This	January 30, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
1		1	13
""	Inc.)		
""			
2	LOVE IS ETERNAL, by Irving Stone. (Doubleday.)	2	22
""			
3	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	3	15
""			
4	KATHERINE, by Anya Seton. (Houghton Mifflin.)	4	16
""			
5	SOLDIER OF FORTUNE, by Ernest Kellogg Gann. (W. Sloane Associates.)	5	15
""			
6	HADRIAN'S MEMOIRS, by Marguerite Yourcenar. (Farrar, Straus and Young.)	8	8
""			
7	MY BROTHER'S KEEPER, by Marcia Davenport. (Scribner.)	6	12
""			
8	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	--	53
""			
9	TRIAL, by Don M. Mankiewicz. (Harper and Row.)	11	2
""			
""	GOOD MORNING, MISS DOVE, by Frances Gray Patton. (Curtis Publishing		
10		7	10
""	Company.)		
""			
11	BENTON'S ROW, by Frank Yerby. (Dial Press.)	10	7
""			
12	MARY ANNE, by Daphne du Maurier. (Doubleday and Company.)	12	33
""			
13	THE CORNERSTONE, by Zoe Oldenbourg. (Pantheon Books.)	15	2
""			
14	PRAY FOR A BRAVE HEART, by Helen MacInnes. (Houghton Mifflin Harcourt.)	--	1
""			
15	BLUE HURRICANE, by F. Van Wyck Mason. (Lippincott.)	13	11
""			
16	LORD GRIZZLY, by Frederick Manfred. (McGraw-Hill Book Company.)	16	6
This	January 30, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
1		1	117
""	Inc.)		
""			
2	THE TUMULT AND THE SHOUTING, by Grantland Rice. (A. S. Barnes and Co.)	2	11
""			
3	ABRAHAM LINCOLN, by Carl Sandburg. ( Harcourt, Brace.)	3	16
""			
4	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	5	10
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
5		9	3
""	Press.)		
""			
""	THE SATURDAY EVENING POST TREASURY, by Roger Butterfield. (Simon and		
6		4	11
""	Schuster.)		
""			
7	I'LL CRY TOMORROW, by Lillian Roth. (Frederick Fell, Inc.)	7	34
""			
8	TREADMILL TO OBLIVION, by Fred Allen. (Little, Brown and Co.)	8	6
""			
9	THE PRAYERS OF PETER MARSHALL, by Catherine Marshall. (McGraw-Hill.)	6	10
""			
""	AN ENCYCLOPEDIA OF MODERN AMERICAN HUMOR, by Bennett Cerf.		
10		10	7
""	(Doubleday and Co.)		
""			
""	R.S.V.P. ELSA MAXWELL'S OWN STORY, by Elsa Maxwell. (Little, Brown and		
11		12	12
""	Co.)		
""			
12	THE WHITE GATE, by Mary Ellen Chase. (W. W. Norton and Co.)	15	6
""			
13	MELBOURNE, by David Cecil. (Grosset and Dunlap.)	11	17
""			
14	SONG OF THE SKY, by Guy Murchie. (Houghton Mifflin.)	14	4
""			
15	AN ALMANAC OF LIBERTY, by William O. Douglas. (Doubleday and Co.)	16	7
""			
16	ATOMS IN THE FAMILY, by Laura Fermi. (University of Chicago Press.)	--	5
