This	May 12, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	1	11
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	33
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	4	26
""			
4	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	3	15
""			
5	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	5	12
""			
6	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	6	17
""			
7	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	9	2
""			
8	THE WAPSHOT CHRONICLE, by John Cheever. (Harper and Row.)	10	5
""			
9	SAY, DARLING, by Richard Bissell. (Little, Brown and Company.)	7	5
""			
10	THE TOWERS OF TREBIZOND, by Rose Macaulay. (Farrar, Straus and Cudahy.)	12	2
""			
11	THE BLACK OBELISK, by Erich Maria Remarque. (Houghton Mifflin Harcourt.)	8	3
""			
12	THE FALL, by Albert Camus. (Alfred A. Knopf.)	11	10
""			
13	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	13	11
""			
14	THE SPIRAL ROAD, by Jan de Hartog. (Harper and Brothers.)	--	1
""			
15	MANDINGO, by Kyle Onstott. (R. Denlinger.)	--	3
""			
16	ONIONHEAD, by Weldon Hill. (David McKay.)	--	4
This	May 12, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	22
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	33
""			
3	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	3	5
""			
4	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	4	14
""			
5	THE BRIDGE AT ANDAU, by James A. Michener. (Random House.)	5	8
""			
6	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	6	6
""			
7	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	10	3
""			
8	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	7	14
""			
9	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	9	26
""			
10	THE CRISIS OF THE OLD ORDER, by Arthur Schlesinger. (Houghton, Mifflin Co.)	8	8
""			
""	THE LION AND THE THRONE, by Catherine Drinker Bowen. (Little, Brown and		
11		12	6
""	Company.)		
""			
12	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	11	23
""			
""	GOLD RUSH COUNTRY, by the Editors of Sunset Books and Sunset Magazine.		
13		15	3
""	(Lane Publishing.)		
""			
14	AS FRANCE GOES, by David Schoenbrun. (Harper and Brothers.)	13	3
""			
15	A HUNDRED HOURS TO SUEZ, by Robert Henriques. (Viking Press.)	--	2
""			
16	JOHN FOSTER DULLES, by John Robinson Beal. (Harper and Brothers.)	14	2
