This	April 22, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	9
""			
2	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	2	20
""			
3	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	3	25
""			
4	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	5	5
""			
5	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	4	58
""			
6	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	15	2
""			
7	LUCY CROWN, by Irwin Shaw. (Random House.)	9	3
""			
8	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	7	32
""			
9	ISLAND IN THE SUN, by Alec Waugh. (Farrar Straus and Giroux.)	6	14
""			
10	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	8	22
""			
11	H.M.S. ULYSSES, by Alistair MacLean. (Collins Clear-Type Press.)	11	13
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
12		12	39
""	Schuster.)		
""			
13	HARRY OF MONMOUTH, by A.M. Maughan. (William Sloane.)	16	2
""			
14	BOON ISLAND, by Kenneth Roberts. (Doubleday and Company.)	10	14
""			
15	BELOVED, by Viña Delmar. (Harcourt, Brace and Company.)	--	1
""			
16	TENDER VICTORY, by Taylor Caldwell. (McGraw-Hill.)	14	13
This	April 22, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
1		1	14
""	Company.)		
""			
2	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	2	57
""			
3	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	3	20
""			
4	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	4	14
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
5		5	24
""	Press.)		
""			
6	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	6	10
""			
7	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	7	10
""			
8	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	8	57
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
9		11	181
""	Inc.)		
""			
10	THE SECRET OF THE HITTITES, by C.W. Ceram. (Alfred A Knopf.)	10	13
""			
11	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	16	23
""			
12	WHAT I THINK, by Adlai E. Stevenson. (Harper and Brothers.)	--	5
""			
13	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	12	29
""			
14	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	14	2
""			
15	THE BOYS AND THEIR MOTHER, by Keith Jennison. (Viking Press.)	--	1
""			
16	MEMOIRS, Vol. II, by Harry S. Truman. (Doubleday and Co.)	9	6
