This	April 19, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	30
""			
2	EXODUS, by Leon Uris. (Doubleday.)	2	28
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	26
""	and Company.)		
""			
4	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	4	34
""			
5	FROM THE TERRACE, by John O'Hara. (Random House.)	5	20
""			
6	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	7	17
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
7		6	3
""	Company.)		
""			
8	THE DEVIL IN BUCKS COUNTY, by Edmund Schiddel. (Simon and Schuster.)	8	9
""			
""	THE WATCH THAT ENDS THE NIGHT, by Hugh MacLennan. (Charles Scribner's		
9		11	6
""	Sons.)		
""			
10	LADY L., by Romain Gary. (Simon and Schuster.)	9	13
""			
11	THE MIDDLE AGE OF MRS. ELIOT, by Angus Wilson. (Viking Press.)	--	1
""			
12	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	10	8
""			
13	THE PLEDGE, by Friedrich Duerrenmatt. (Alfred A. Knopf.)	--	1
""			
14	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	--	61
""			
15	MOUNTOLIVE, by Lawrence Durrell. (E. P. Dutton and Co.)	--	1
""			
16	SPINSTER, by Sylvia Ashton-Warner. (Simon and Schuster.)	14	2
This	April 19, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	1	10
""			
2	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	2	38
""			
""	WHAT WE MUST KNOW ABOUT COMMUNISM, by Harry and Bonaro		
3		3	10
""	Overstreet. (W.W. Norton and Co, Inc.)		
""			
4	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	4	17
""			
5	ELIZABETH THE GREAT, by Elizabeth Jenkins. (Coward McCann.)	5	5
""			
6	BROTHERHOOD OF EVIL, by Frederic Sondern. (Farrar, Straus, and Cudahy.)	10	5
""			
7	COLLISION COURSE, by Alvin Moscow. (G.P. Putnam's Sons.)	6	3
""			
8	THE AMERICAN HIGH SCHOOL TODAY, by James B. Conant. (McGraw-Hill.)	9	8
""			
9	NAUTILUS 90 NORTH, by William R. Anderson. (World Publishing Company.)	7	14
""			
10	MAIN STREET, U.S.S.R., by Irving R. Levine. (Doubleday.)	--	8
""			
11	THE FIRST EASTER, by Peter Marshall. (McGraw Hill.)	8	3
""			
12	FRIENDS AND ENEMIES, by Adlai E. Stevenson. (Harper and Brothers.)	13	2
""			
13	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	16	36
""			
14	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	--	1
""			
""	WEDEMEYER REPORTS!, by General Albert C. Wedemeyer. (Henry Holt and		
15		11	20
""	Co.)		
""			
""	THE CROWN AND THE CROSS, by Frank G. Slaughter. (World Publishing		
16		--	1
""	Company.)		
