This	April 1, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	6
""			
2	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	3	17
""			
3	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	2	22
""			
4	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	5	55
""			
5	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	4	29
""			
6	ISLAND IN THE SUN, by Alec Waugh. (Farrar Straus and Giroux.)	6	11
""			
7	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	7	19
""			
8	BOON ISLAND, by Kenneth Roberts. (Doubleday and Company.)	9	11
""			
9	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	16	2
""			
10	H.M.S. ULYSSES, by Alistair MacLean. (Collins Clear-Type Press.)	8	10
""			
11	TENDER VICTORY, by Taylor Caldwell. (McGraw-Hill.)	11	10
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
12		10	36
""	Schuster.)		
""			
13	ASPECTS OF LOVE, by David Garnett. (Harcourt Brace.)	12	7
""			
14	AN EPISODE OF SPARROWS, by Rumer Godden. (Viking Press.)	13	16
""			
15	THE HORSE SOLDIERS, by Harold Sinclair. (Harper and Brothers.)	--	1
""			
16	THE CAPRI LETTERS, by Mario Soldati. (Alfred A. Knopf.)	14	5
This	April 1, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
""	Company.)		
""			
2	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	2	54
""			
3	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	3	17
""			
4	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	4	11
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
5		5	21
""	Press.)		
""			
6	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	7	7
""			
7	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	6	26
""			
8	THE SECRET OF THE HITTITES, by C.W. Ceram. (Alfred A Knopf.)	9	10
""			
9	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	12	7
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
10		10	178
""	Inc.)		
""			
11	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	11	54
""			
12	MEMOIRS, Vol. II, by Harry S. Truman. (Doubleday and Co.)	8	3
""			
13	WHAT I THINK, by Adlai E. Stevenson. (Harper and Brothers.)	14	3
""			
14	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	13	20
""			
15	SURPRISED BY JOY, by C.S. Lewis. (Harcourt, Brace and Co.)	16	4
""			
16	THE DEAD SEA SCROLLS, by Millar Burrows. (Viking Press.)	--	1
