This	June 18, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	11
""			
2	THE WALL, by John Hersey.	2	15
""			
3	STAR MONEY, by Kathleen Winsor.	3	8
""			
4	JUBILEE TRAIL, by Gwen Bristow.	4	17
""			
5	THE EGYPTIAN, by Mika Waltari.	5	41
""			
6	HOMEWARD BORNE, by Ruth Chatterton.	8	4
""			
7	THE PLYMOUTH ADVENTURE, by Ernest Gebler.	7	5
""			
8	WAIT FOR TOMORROW, by Robert Wilder.	6	10
""			
9	THE OTHER FATHER, by Laura Z. Hobson.	15	3
""			
10	SLEEP TILL NOON, by Max Shulman.	9	8
""			
11	THE CIRCLE OF THE DAY, by Helen Huntington Howe.	--	1
""			
12	THE BIZARRE SISTERS, by Jay Walz.	10	4
""			
13	THE WAY WEST, by A.B. Guthrie Jr.	--	20
""			
14	THE HORSE'S MOUTH, by Joyce Cary.	11	19
""			
15	THE PINK HOUSE, by Nelia Gardner White.	--	12
""			
16	THE TOWN, by Conrad Richter.	12	2
This	June 18, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WORDS IN COLLISION, by Immanuel Velikovsky.	1	10
""			
2	THE MATURE MIND, by Harry Allen Overstreet.	2	43
""			
3	THE GRAND ALLIANCE, by Winston S. Churchill.	3	6
""			
4	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	4	9
""			
5	THE COCKTAIL PARTY, by T.S. Eliot.	7	13
""			
6	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	6	10
""			
7	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	5	14
""			
8	ROOSEVELT IN RETROSPECT, by John Gunther.	--	1
""			
9	THE ART OF REAL HAPPINESS, by Norman Vincent Peale and Smiley	8	12
""	Blanton.		
""			
10	DIANETICS, by L. Ron Hubbard.	--	1
""			
11	MR. JONES, MEET THE MASTER, by Peter Marshall.	9	24
""			
12	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	11	21
""			
13	ELEANOR OF AQUITIANE AND THE FOUR KINGS, by Amy Kelly.	--	2
""			
14	I LEAP OVER THE WALL, by Monica Baldwin.	12	18
""			
15	HOW I RAISED MYSELF FROM FAILURE TO SUCCESS IN SELLING, by	10	6
""	Frank Bettger.		
""			
16	COURTROOM, by Quentin Reynolds.	--	1
