This	February 5, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE EGYPTIAN, by Mika Waltari.	1	22
""			
2	THE PARASITES, by Daphne du Maurier.	3	4
""			
3	MARY, by Sholem Asch.	2	16
""			
4	THE KING'S CAVALIER, by Samuel Shellabarger.	6	3
""			
5	GENTIAN HILL, by Elizabeth Goudge.	4	4
""			
6	A RAGE TO LIVE, by John O'Hara.	5	23
""			
7	THE WOMAN OF ROME, by Alberto Moravia.	9	11
""			
8	ONE ON THE HOUSE, by Mary Lasswell.	8	9
""			
9	THE WAY WEST, by A.B. Guthrie Jr.	7	15
""			
10	THE SHELTERING SKY, by Paul Bowles.	10	6
""			
11	A LONG DAY'S DYING, by Frederick Buechner.	11	2
""			
12	HOME TOWN, by Cleveland Amory.	15	2
""			
13	THE CRY AND THE COVENANT, by Morton Thompson.	--	1
""			
14	THE DREAM MERCHANTS, by Harold Robbins.	--	11
""			
15	THE BIG FISHERMAN, by Lloyd C. Douglas.	16	62
""			
16	LITTLE BOY LOST, by Marghanita Laski	--	2
This	February 5, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THIS I REMEMBER, by Eleanor Roosevelt.	1	11
""			
2	WHITE COLLAR ZOO, by Clare Barnes.	3	29
""			
3	HOME SWEET ZOO, by Clare Barnes.	2	8
""			
4	THE MATURE MIND, by Harry Allen Overstreet.	4	24
""			
5	MY THREE YEARS IN MOSCOW, by Walter Bedell Smith.	6	3
""			
6	THE AUTOBIOGRAPHY OF WILL ROGERS, by Donald Day.	5	15
""			
7	MODERN ARMS AND FREE MEN, by Vannevar Bush.	7	9
""			
8	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	11	2
""			
9	A GUIDE TO CONFIDENT LIVING, by Norman Vincent Peale.	8	70
""			
10	MR. JONES, MEET THE MASTER, by Peter Marshall.	9	5
""			
11	PEACE OF SOUL, by Fulton J. Sheen.	10	42
""			
12	THE ROAD AHEAD, by John T. Flynn.	--	1
""			
13	THE FRENCHMAN, by Philippe Halsman.	15	9
""			
14	THE GOD THAT FAILED, by Arthur Koestler, Ignazio Silone, Richard Wright	--	1
""	and André Gide.		
""			
15	THE SEVEN STOREY MOUNTAIN, by Thomas Merton.	14	61
""			
16	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	16	27
