This	April 27, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	MY COUSIN RACHEL, by Daphne du Maurier.	1	11
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	54
""			
3	THE CRUEL SEA, by Nicholas Monsarrat.	4	37
""			
4	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	3	4
""			
5	THE SWIMMING POOL, by Mary Roberts Rinehart.	5	12
""			
6	SPARK OF LIFE, by Erich Maria Remarque.	6	11
""			
7	THE PRESIDENT'S LADY, by Irving Stone.	7	29
""			
8	LIEUTENANT HORNBLOWER, by C.S. Forester.	8	2
""			
9	THE SON OF ADAM WYNGATE, by Mary O'Hara.	--	1
""			
10	HOLD BACK THE NIGHT, by Pat Frank.	9	4
""			
11	THE END OF THE AFFAIR, by Graham Greene.	14	25
""			
12	THE SARACEN BLADE, by Frank Yerby.	--	1
""			
13	A STONE FOR DANNY FISHER, by Harold Robbins.	13	3
""			
14	FROM HERE TO ETERNITY, by James Jones.	15	60
""			
15	S P Q R, by Paul Hyde Bonner.	10	3
""			
16	LOOK DOWN IN MERCY, by Walter Baxter.	--	1
This	April 27, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	3	6
""			
2	THE SEA AROUND US, by Rachel Carson.	2	41
""			
3	MR. PRESIDENT, by William Hillman.	1	4
""			
4	A MAN CALLED PETER, by Catherine Marshall.	4	27
""			
5	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	6	20
""			
6	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	5	7
""			
7	THROUGH CHARLEY'S DOOR, by Emily Kimbrough.	11	8
""			
8	ELIZABETH, THE QUEEN, by Marion Crawford.	7	4
""			
9	DUVEEN, by S.N. Behrman.	8	3
""			
10	UNDER THE SEA-WIND, by Rachel Carson.	--	1
""			
11	THE STRUGGLE FOR EUROPE, by Chester Wilmot.	12	2
""			
12	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	9	22
""			
13	THEY WENT TO COLLEGE, by Ernest Havemann and Patricia Salter West.	--	1
""			
14	I LED 3 LIVES, by Herbert A. Philbrick.	10	9
""			
15	SHOW BIZ, by Abel Green and Joe Laurie Jr.	13	22
""			
16	THE POWER OF FAITH, by Louis Binstock.	14	2
