This	January 27, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	18
""			
2	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	4	6
""			
3	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	2	28
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
4		3	12
""	Associates.)		
""			
5	COMPULSION, by Meyer Levin. (Simon and Schuster.)	5	11
""			
6	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	6	98
""			
7	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	14	2
""			
8	THE ETRUSCAN, by Mika Waltari. ( G. P. Putnam's Sons.)	11	2
""			
9	TOWER IN THE WEST, by Frank Norris. (Harper and Brothers.)	--	1
""			
10	KING OF PARIS, by Guy Endore. (Cresset Press.)	8	15
""			
11	THE LAST OF THE WINE, by Mary Renault. (Pantheon Books, Inc.)	13	4
""			
12	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	7	49
""			
13	JERICHO'S DAUGHTERS, by Paul Wellman. (Doubleday.)	9	14
""			
14	THESE THOUSAND HILLS, by A.B. Guthrie Jr. (Houghton Mifflin.)	10	7
""			
15	THE WRECK OF THE MARY DEARE, by Hammond Innes. (Alfred A. Knopf.)	12	6
""			
16	ANGLO-SAXON ATTITUDES, by Angus Wilson. (Viking.)	--	13
This	January 27, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	1	18
""			
2	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	2	11
""			
3	THE FBI STORY, by Don Whitehead. (Random House.)	5	7
""			
4	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	3	8
""			
5	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	4	15
""			
6	THE NEW WORLD, by Winston S. Churchill. (Dodd, Mead and Company.)	6	9
""			
7	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	7	54
""			
8	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	9	8
""			
9	THE LIFE OF THE PARTY, by Bennett Cerf. (Hanover House.)	10	8
""			
10	AUTUMN ACROSS AMERICA, by Edwin Way Teale. (Dodd, Mead and Co.)	8	12
""			
""	THREE SAINTS AND A SINNER, by Louise Hall Tharp. (Little, Brown and		
11		15	14
""	Company.)		
""			
12	WATER, WATER EVERYWHERE, by Emily Kimbrough. (Harper and Brothers.)	10	7
""			
13	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	12	17
""			
14	THE TESTIMONY OF THE SPADE, by Geoffrey Bibby. (Random House.)	16	2
""			
""	THE DECISIVE BATTLE OF NASHVILLE, by Stanley Fitzgerald Horn. (University		
15		--	2
""	of Tennessee Press.)		
""			
16	ALL OUT OF STEP, by Gerard B. Lambert. (Doubleday.)	13	2
