This	May 5, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	1	10
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	32
""			
3	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	3	14
""			
4	COMPULSION, by Meyer Levin. (Simon and Schuster.)	4	25
""			
5	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	6	11
""			
6	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	5	16
""			
7	SAY, DARLING, by Richard Bissell. (Little, Brown and Company.)	7	4
""			
8	THE BLACK OBELISK, by Erich Maria Remarque. (Houghton Mifflin Harcourt.)	11	2
""			
9	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	--	1
""			
10	THE WAPSHOT CHRONICLE, by John Cheever. (Harper and Row.)	10	4
""			
11	THE FALL, by Albert Camus. (Alfred A. Knopf.)	8	9
""			
12	THE TOWERS OF TREBIZOND, by Rose Macaulay. (Farrar, Straus and Cudahy.)	--	1
""			
13	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	9	10
""			
14	STOPOVER: TOKYO, by John P. Marquand. (Little, Brown and Co.)	--	12
""			
15	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	16	112
""			
16	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	13	20
This	May 5, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	21
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	32
""			
3	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	6	4
""			
4	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	3	13
""			
5	THE BRIDGE AT ANDAU, by James A. Michener. (Random House.)	5	7
""			
6	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	4	5
""			
7	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	7	13
""			
8	THE CRISIS OF THE OLD ORDER, by Arthur Schlesinger. (Houghton, Mifflin Co.)	9	7
""			
9	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	8	25
""			
10	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	12	2
""			
11	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	11	22
""			
""	THE LION AND THE THRONE, by Catherine Drinker Bowen. (Little, Brown and		
12		10	5
""	Company.)		
""			
13	AS FRANCE GOES, by David Schoenbrun. (Harper and Brothers.)	14	2
""			
14	JOHN FOSTER DULLES, by John Robinson Beal. (Harper and Brothers.)	--	1
""			
""	GOLD RUSH COUNTRY, by the Editors of Sunset Books and Sunset Magazine.		
15		--	2
""	(Lane Publishing.)		
""			
16	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	13	67
