This	December 18, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	1	14
""			
2	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	2	7
""			
3	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	3	40
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
4		4	21
""	Schuster.)		
""			
5	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	5	4
""			
6	THE TONTINE, by Thomas B. Costain. (Doubleday.)	6	11
""			
7	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	11	2
""			
8	THE DEER PARK, by Norman Mailer. (G.P. Putnam's Sons.)	7	8
""			
9	A CHARMED LIFE, by Mary McCarthy. (Houghton Mifflin Harcourt.)	10	4
""			
10	AN EPISODE OF SPARROWS, by Rumer Godden. (Viking Press.)	--	1
""			
11	THE SMILING REBEL, by Harnett T. Kane. (Doubleday and Company.)	9	7
""			
12	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	8	33
""			
13	THESE LOVERS FLED AWAY, by Howard Spring. (Harper and Brothers.)	13	8
""			
14	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	14	56
""			
15	PAPA'S WIFE, by Thyra Ferre Bjorn. (Rinehart and Co.)	16	7
""			
16	HERITAGE, by Anthony West. (Random House.)	--	7
This	December 18, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	39
""			
2	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	2	11
""			
3	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	4	5
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
4		3	163
""	Inc.)		
""			
5	MEMOIRS, Vol. 1, by Harry S. Truman. (Doubleday and Co.)	6	5
""			
6	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	5	39
""			
7	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	12	2
""			
""	A DEMOCRAT LOOKS AT HIS PARTY, by Dean Gooderham Acheson. (Harper		
8		14	3
""	and Brothers.)		
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
9		7	6
""	Press.)		
""			
10	SO NEAR AND YET SO FAR, by Emily Kimbrough. (Harper and Brothers.)	10	6
""			
11	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	8	28
""			
12	THE EXURBANITES, by A.C. Spectorsky. (J. B. Lippincott.)	11	5
""			
13	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	9	167
""			
""	THE NEW YORKER 1950-1955 ALBUM, by New Yorker Magazine. (Harper and		
14		13	8
""	Brothers.)		
""			
""	WILD AMERICA, by Roger Tory Peterson and James Fisher. (Houghton Mifflin		
15		--	1
""	Company.)		
""			
16	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	15	37
