This	September 13, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	EXODUS, by Leon Uris. (Doubleday.)	1	49
""			
2	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	4	5
""			
3	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	2	18
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
4		3	47
""	and Company.)		
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
5		5	24
""	Company.)		
""			
6	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	6	51
""			
7	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	11	12
""			
8	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	10	7
""			
9	THE CAVE, by Robert Penn Warren. (Random House.)	--	1
""			
10	THE LIGHT INFANTRY BALL, by Hamilton Basso. (Doubleday.)	9	13
""			
11	CELIA GARTH, by Gwen Bristow. (Thomas Crowell Co.)	7	17
""			
12	THE TENTS OF WICKEDNESS, by Peter De Vries. (Little, Brown and Company.)	8	6
""			
13	EVA, by Meyer Levin. (Simon and Schuster.)	--	1
""			
14	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	12	55
""			
15	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	14	37
""			
16	THE LION, by Joseph Kessel. (Alfred A. Knopf.)	15	8
This	September 13, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	2	9
""			
2	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	1	18
""			
3	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	3	14
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
4		4	22
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
5		7	7
""	Company.)		
""			
6	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	6	22
""			
7	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	5	31
""			
8	RICHARD NIXON, by Earl Mazo. (Harper and Brothers.)	8	9
""			
9	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	10	6
""			
10	MY BROTHER WAS AN ONLY CHILD, by Jack Douglas. (E.P. Dutton and Co.)	13	21
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
11		14	15
""	Winston Company.)		
""			
""	SENATOR JOE McCARTHY, by Richard H. Rovere. (Harcourt, Brace and		
12		11	10
""	Company.)		
""			
13	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	15	14
""			
14	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	12	37
""			
15	IMAGE OF AMERICA, by Richard Bruckberger. (Viking.)	--	6
""			
16	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	9	59
