This	July 22, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	22
""			
2	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	3	7
""			
3	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	4	7
""			
4	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	2	38
""			
5	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	5	5
""			
6	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	6	15
""			
7	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	71
""			
8	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	8	7
""			
9	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	9	6
""			
10	LUCY CROWN, by Irwin Shaw. (Random House.)	10	16
""			
11	CHARMED CIRCLE, by Susan Ertz. (Harper and Brothers.)	12	2
""			
12	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	11	5
""			
13	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	--	1
""			
14	COMFORT ME WITH APPLES, by Peter De Vries. (Little, Brown and Company.)	15	10
""			
15	PEMMICAN, by Vardis Fisher. (Doubleday.)	--	1
""			
16	THE ANSWER, by Philip Wylie. (Rinehart and Company.)	--	2
This	July 22, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	2	13
""			
2	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	1	15
""			
3	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	13	2
""			
4	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	3	23
""			
5	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	5	7
""			
6	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	6	27
""			
7	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	7	70
""			
8	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	4	7
""			
9	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	9	8
""			
10	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	8	70
""			
11	OLYMPIO, by Andre Maurois. (Harper and Brothers.)	10	9
""			
12	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	11	23
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
13		14	27
""	Company.)		
""			
14	GRAY FOX, by Burke Davis. (Rinehart.)	12	10
""			
15	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	--	32
""			
16	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	15	12
