This	April 29, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	FROM HERE TO ETERNITY, by James Jones.	1	8
""			
2	JOY STREET, by Frances Parkinson Keyes.	2	21
""			
3	THE DISENCHANTED, by Budd Schulberg.	3	26
""			
4	THE CAINE MUTINY, by Herman Wouk.	12	2
""			
5	THE AGE OF LONGING, by Arthur Koestler.	6	7
""			
6	MORNING JOURNEY, by James Hilton.	4	8
""			
7	NEW YORK 22, by Ilka Chase.	5	5
""			
8	FESTIVAL, by J.B. Priestley.	7	2
""			
9	THE BALANCE WHEEL, by Taylor Caldwell.	8	15
""			
10	OLD HERBACEOUS, by Reginald Arkell.	15	8
""			
11	GOD'S MEN, by Pearl S. Buck.	--	1
""			
12	ROUND THE BEND, by Nevil Shute.	10	6
""			
13	THE CARDINAL, by Henry Morton Robinson.	13	56
""			
14	THE LEFT HAND OF GOD, by William E. Barrett.	9	11
""			
15	WORLD SO WIDE, by Sinclair Lewis.	16	3
""			
16	JENKINS' EAR, by Odell Shepard and Willard Shepard.	--	1
This	April 29, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	1	7
""			
2	KON-TIKI, by Thor Heyerdahl.	2	33
""			
3	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	3	6
""			
4	ROMMEL, THE DESERT FOX, by Desmond Young.	4	13
""			
5	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	6	55
""			
6	OUT OF THIS WORLD, by Lowell Thomas Jr.	7	20
""			
7	THE FAR SIDE OF PARADISE, by Arthur Mizener.	5	12
""			
8	MY SIX CONVICTS, by Donald Powell Wilson.	8	11
""			
9	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.	9	23
""			
10	FLORENCE NIGHTINGALE, by Cecil Woodham-Smith.	13	7
""			
11	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell	11	2
""	Woodroffe.		
""			
12	THE VICIOUS CIRCLE, by Margaret Case Harriman.	19	6
""			
13	SEVEN DECISIONS THAT SHAPED HISTORY, by Sumner Welles.	14	2
""			
14	THE FAT BOY'S BOOK, by Elmer Wheeler.	12	2
""			
15	A KING'S STORY, by Edward Windsor, Duke of Windsor.	--	1
""			
16	UNPOPULAR ESSAYS, by Bertrand Russell.	15	8
