This	December 3, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DISENCHANTED, by Budd Schulberg.	4	5
""			
2	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	1	11
""			
3	THE CARDINAL, by Henry Morton Robinson.	2	35
""			
4	THE ADVENTURER, by Mika Waltari.	3	9
""			
5	SON OF A HUNDRED KINGS, by Thomas B. Costain.	5	4
""			
6	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	7	13
""			
7	FLOODTIDE, by Frank Yerby.	6	14
""			
8	BENNETT'S WELCOME, by Inglis Fletcher.	11	5
""			
9	THE SPANISH GARDENER, by A.J. Cronin.	10	12
""			
10	THE WIDOW, by Susan Yorke.	8	7
""			
11	OWEN GLEN, by Ben Ames Williams.	12	12
""			
12	JUBILEE TRAIL, by Gwen Bristow.	9	41
""			
13	THE SIGN OF JONAH, by Nancy Hale.	13	4
""			
14	PATHWAY TO THE STARS, by Harnett T. Kane.	14	2
""			
15	COUNTRY CHRONICLE, by Angela Thirkell.	16	2
""			
16	RAINBOW IN THE ROYALS, by Garland Roark.	--	1
This	December 3, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	12
""			
2	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	2	34
""			
3	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.	6	2
""			
4	BELLES ON THEIR TOES, by Frank B. Gilbreth and Ernestine Gilbreth Carey.	3	7
""			
5	NUTS IN MAY, by Cornelia Otis Skinner.	4	7
""			
6	COURTROOM, by Quentin Reynolds.	5	25
""			
7	DIANETICS, by L. Ron Hubbard.	8	25
""			
8	BEHIND THE FLYING SAUCERS, by Frank Scully.	7	10
""			
9	THE LITTLE PRINCESSES, by Marion Crawford.	11	19
""			
10	PRESIDENTS WHO HAVE KNOWN ME, by George E. Allen.	10	5
""			
11	THE LADY'S NOT FOR BURNING, by Christopher Fry.	--	3
""			
12	THE MATURE MIND, by Harry Allen Overstreet.	9	67
""			
13	TRUMAN MERRY-GO-ROUND, by Robert S. Allen and William V. Shannon.	12	8
""			
14	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	15	37
""			
15	ANYBODY CAN DO ANYTHING, by Betty MacDonald.	--	10
""			
16	CALCULATED RISK, by Mark W. Clark.	13	4
