This	February 16, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		1	24
""	Company.)		
""			
2	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	2	25
""			
3	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	3	4
""			
4	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	6	4
""			
5	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	4	19
""			
6	SOME CAME RUNNING, by James Jones. (Charles Scribner's Sons.)	5	4
""			
7	ATLAS SHRUGGED, by Ayn Rand. (Random House.)	9	19
""			
8	THE SOUND OF THUNDER, by Taylor Caldwell. (Doubleday.)	7	17
""			
9	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	10	21
""			
10	THE EDGE OF DARKNESS, by Mary Ellen Chase. (W. W. Norton.)	8	13
""			
11	THOMASINA, by Paul Gallico. (Doubleday.)	14	8
""			
12	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	16	73
""			
13	PURELY ACADEMIC, by Stringfellow Barr. (Simon and Schuster.)	11	2
""			
14	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	15	28
""			
15	THE ROOTS OF HEAVEN, by Romain Gary. (Simon and Schuster.)	--	1
""			
16	SCENT OF CLOVES, by Norah Lofts. (Doubleday.)	--	5
This	February 16, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	1	10
""			
2	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	3	13
""			
3	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	2	24
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	27
""	Paul Smith. (W.W. Norton and Company.)		
""			
5	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	5	38
""			
6	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	6	15
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
7		7	9
""	David Loth. (Simon and Schuster.)		
""			
""	NAKED TO MINE ENEMIES, by Charles W. Ferguson. (Little, Brown and		
8		--	1
""	Company.)		
""			
9	ELOISE IN PARIS, by Kay Thompson. (Simon and Schuster.)	12	9
""			
10	PARKINSON'S LAW, by C. Northcote Parkinson. (Houghton and Mifflin.)	10	13
""			
11	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	8	5
""			
12	SAN FRANCISCO BAY, by Harold Gilliam. (Doubleday.)	13	15
""			
13	AN EPITAPH FOR DIXIE, by Harry S. Ashmore. (W.W. Norton and Company.)	--	1
""			
14	AMERICA AS A CIVILIZATION, by Max Lerner. (Simon and Schuster.)	11	6
""			
15	POWER AND DIPLOMACY, by Dean Acheson. (Harvard University Press.)	9	2
""			
16	AND THE PRICE IS RIGHT, by Margaret Case Harriman. (World Publishing Co.)	16	2
