This	October 1, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	26
""			
2	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	2	2
""			
3	FLOODTIDE, by Frank Yerby.	4	5
""			
4	THE SPANISH GARDENER, by A.J. Cronin.	6	3
""			
5	WORLD AND ENOUGH TIME, by Robert Penn Warren.	3	13
""			
6	JUBILEE TRAIL, by Gwen Bristow.	5	32
""			
7	THE LEGACY, by Nevil Shute.	8	14
""			
8	OWEN GLEN, by Ben Ames Williams.	13	3
""			
9	THE WALL, by John Hersey.	9	30
""			
10	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	10	4
""			
11	TWO ADOLESCENTS, by Alberto Moravia.	7	8
""			
12	WHITE WITCH DOCTOR, by Louise A. Stinetorf.	11	8
""			
13	REPRISAL, by Arthur Gordon.	16	4
""			
14	HOMEWARD BORNE, by Ruth Chatterton.	12	19
""			
15	STAR MONEY, by Kathleen Winsor.	14	22
""			
16	THE EGYPTIAN, by Mika Waltari.	15	56
This	October 1, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	COURTROOM, by Quentin Reynolds.	2	16
""			
2	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	3	25
""			
3	THE LITTLE PRINCESSES, by Marion Crawford.	1	10
""			
4	KON-TIKI, by Thor Heyerdahl.	10	3
""			
5	DIANETICS, by L. Ron Hubbard.	4	16
""			
6	THE MATURE MIND, by Harry Allen Overstreet.	5	58
""			
7	THE STORY OF ERNIE PYLE, by Lee G. Miller.	7	3
""			
8	WORDS IN COLLISION, by Immanuel Velikovsky.	6	25
""			
9	BEHIND CLOSED DOORS, by Ellis M. Zacharias.	12	8
""			
10	ANYBODY CAN DO ANYTHING, by Betty MacDonald.	11	3
""			
11	ROOSEVELT IN RETROSPECT, by John Gunther.	9	16
""			
12	JOHN ADAMS AND THE AMERICAN REVOLUTION, by Catherine Drinker	8	13
""	Bowen.		
""			
13	BEHIND THE FLYING SAUCERS, by Frank Scully.	--	1
""			
14	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	13	29
""			
15	SPRINGTIME IN PARIS, by Elliot H. Paul.	14	5
""			
16	DRAWN FROM MEMORY, by John T. McCutcheon.	--	1
