This	February 12, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	1	15
""			
2	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	2	22
""			
3	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	4	10
""			
4	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	3	12
""			
5	BOON ISLAND, by Kenneth Roberts. (Doubleday and Company.)	6	4
""			
6	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	5	48
""			
7	ISLAND IN THE SUN, by Alec Waugh. (Farrar Straus and Giroux.)	7	4
""			
8	H.M.S. ULYSSES, by Alistair MacLean. (Collins Clear-Type Press.)	11	3
""			
9	THE TONTINE, by Thomas B. Costain. (Doubleday.)	8	19
""			
10	AN EPISODE OF SPARROWS, by Rumer Godden. (Viking Press.)	9	9
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
11		10	29
""	Schuster.)		
""			
12	TENDER VICTORY, by Taylor Caldwell. (McGraw-Hill.)	16	3
""			
13	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	13	63
""			
14	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	12	41
""			
15	VALLEY OF THE VINES, by Joy Packer. (J. B. Lippincott.)	--	1
""			
16	THE PROPHET, by Sholem Asch. (G.P. Putmam's Sons.)	15	9
This	February 12, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	47
""			
2	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	2	10
""			
3	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	3	19
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
4		5	4
""	Company.)		
""			
5	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	4	13
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
6		7	14
""	Press.)		
""			
7	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	6	4
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
8		8	171
""	Inc.)		
""			
9	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	9	47
""			
10	MEMOIRS, Vol. 1, by Harry S. Truman. (Doubleday and Co.)	11	13
""			
11	THE SECRET OF THE HITTITES, by C.W. Ceram. (Alfred A Knopf.)	12	3
""			
12	HERBLOCK'S HERE AND NOW, by Herbert Block. (Simon and Schuster.)	13	7
""			
13	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	14	36
""			
""	A DEMOCRAT LOOKS AT HIS PARTY, by Dean Gooderham Acheson. (Harper		
14		10	11
""	and Brothers.)		
""			
""	THE GRAND MADEMOISELLE, by Francis Steegmuller. (Farrar, Straus and		
15		--	1
""	Cudahy.)		
""			
16	MACARTHUR, by Courtney Whitney. (Alfred A. Knopf.)	--	1
