This	March 15, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	25
""			
2	EXODUS, by Leon Uris. (Doubleday.)	2	23
""			
3	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	3	29
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
4		4	21
""	and Company.)		
""			
5	FROM THE TERRACE, by John O'Hara. (Random House.)	5	15
""			
6	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	6	12
""			
7	LADY L., by Romain Gary. (Simon and Schuster.)	7	8
""			
8	THE DEVIL IN BUCKS COUNTY, by Edmund Schiddel. (Simon and Schuster.)	9	4
""			
9	MRS. BRIDGE, by Evan Connell. (Viking Books.)	10	6
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
10		8	29
""	Brace and Company.)		
""			
11	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	13	3
""			
12	TENDERLOIN, by Samuel H. Adams. (Random House.)	--	4
""			
""	THE WATCH THAT ENDS THE NIGHT, by Hugh MacLennan. (Charles Scribner's		
13		--	1
""	Sons.)		
""			
14	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	11	60
""			
15	PIONEER, GO HOME!, by Richard Powell. (Charles Scribner's Sons.)	--	1
""			
16	HENDERSON THE RAIN KING, by Saul Bellow. (Viking Press.)	--	1
This	March 15, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	33
""			
2	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	2	12
""			
3	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	3	5
""			
""	WHAT WE MUST KNOW ABOUT COMMUNISM, by Harry and Bonaro		
4		9	5
""	Overstreet. (W.W. Norton and Co, Inc.)		
""			
""	THE COMING OF THE NEW DEAL, by Arthur Meier Schlesinger Jr. (Houghton		
5		4	8
""	Mifflin Company.)		
""			
6	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	7	26
""			
7	NAUTILUS 90 NORTH, by William R. Anderson. (World Publishing Company.)	5	9
""			
""	WEDEMEYER REPORTS!, by General Albert C. Wedemeyer. (Henry Holt and		
8		6	15
""	Co.)		
""			
9	BELOVED INFIDEL, by Sheilah Graham and Gerold Frank. (Simon and Schuster.)	11	3
""			
10	THE AMERICAN HIGH SCHOOL TODAY, by James B. Conant. (McGraw-Hill.)	10	3
""			
11	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	8	31
""			
12	MY STORY, by Mary Astor. (Doubleday and Company.)	13	6
""			
13	MAIN STREET, U.S.S.R., by Irving R. Levine. (Doubleday.)	16	4
""			
""	THE MEMOIRS OF FIELD-MARSHALL MONTGOMERY, by Field Marshall		
14		12	19
""	Montgomery. (World Publishing Co.)		
""			
15	THE PROUD POSSESSORS, by Aline B. Saarinen. (Random House.)	15	16
""			
""	THE NEW TESTAMENT IN MODERN ENGLISH, by J.B. Phillips. (MacMillan		
16		--	18
""	Company.)		
