This	September 1, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	49
""			
2	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	7	4
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	42
""			
4	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	4	15
""			
5	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	2	6
""			
6	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	5	4
""			
""	THE PINK HOTEL, by Dorothy Erskine and Patrick Dennis. (G. P. Putnam's		
7		6	5
""	Sons.)		
""			
8	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	8	27
""			
9	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	9	31
""			
10	THE DURABLE FIRE, by Howard Swiggett. (Houghton Mifflin Co.)	11	9
""			
11	LIFE AT HAPPY KNOLL, by John P. Marquand. (Little, Brown, and Co.)	10	9
""			
12	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	12	28
""			
13	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	--	1
""			
14	THE WONDERFUL O., by James Thurber. (Simon and Schuster.)	14	12
""			
15	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	--	17
""			
16	THE LADY, by Conrad Richter. (Alfred A. Knopf.)	16	12
This	September 1, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	1	14
""			
2	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	2	15
""			
3	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	3	16
""			
4	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	4	22
""			
5	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	5	13
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
6		9	9
""	House.)		
""			
7	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	6	16
""			
8	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	7	14
""			
9	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	--	1
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
10		10	3
""	Paul Smith. (W.W. Norton and Company.)		
""			
11	OPERATION SEA LION, by Peter Fleming. (Simon and Schuster.)	8	4
""			
12	THE FBI STORY, by Don Whitehead. (Random House.)	14	38
""			
13	CHARLIE, by Ben Hecht. (Harper and Brothers.)	15	4
""			
14	TAKE MY LIFE, by Eddie Cantor. (Doubleday.)	16	11
""			
15	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	11	82
""			
16	QUEEN OF FRANCE, by Andre Castelot. (Harper and Brothers.)	13	3
