This	March 23, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	9
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
2		2	29
""	Company.)		
""			
3	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	5	3
""			
4	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	4	9
""			
5	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	3	30
""			
6	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	7	3
""			
7	SOME CAME RUNNING, by James Jones. (Charles Scribner's Sons.)	6	9
""			
8	MAGGIE-NOW, by Betty Smith. (Harper and Brothers.)	9	4
""			
9	THE ROOTS OF HEAVEN, by Romain Gary. (Simon and Schuster.)	13	6
""			
10	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	8	24
""			
11	TIME AND THE HOUR, by Howard Spring. (Harper and Brothers.)	10	2
""			
12	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	11	26
""			
13	RIDE THE RED EARTH, by Paul Wellman. (Doubleday.)	--	1
""			
14	HOME FROM THE HILL, by William Humphrey. (Alfred A. Knopf.)	15	4
""			
15	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	--	76
""			
16	THEY CAME TO CORDURA, by Glendon Swarthout. (Random House.)	--	1
This	March 23, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	1	15
""			
2	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	2	18
""			
3	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	3	29
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	32
""	Paul Smith. (W.W. Norton and Company.)		
""			
5	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	8	28
""			
6	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	9	10
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
7		5	14
""	David Loth. (Simon and Schuster.)		
""			
8	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	7	20
""			
9	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	6	43
""			
10	PARKINSON'S LAW, by C. Northcote Parkinson. (Houghton and Mifflin.)	10	18
""			
""	NAKED TO MINE ENEMIES, by Charles W. Ferguson. (Little, Brown and		
11		13	6
""	Company.)		
""			
12	LIFE PLUS 99 YEARS, by Nathan F. Leopold. (Doubleday and Company Inc.)	--	1
""			
13	VOLTAIRE IN LOVE, by Nancy Mitford. (Harper and Brothers.)	16	2
""			
14	THE TITANS, by Andre Maurois. (Harper and Brothers.)	12	3
""			
15	BE MY GUEST, by Conrad Hilton. (Prentice-Hall, Inc.)	11	5
""			
""	THE GREAT DEMOCRACIES, by Winston S. Churchill. (Dodd, Mead and		
16		--	1
""	Company.)		
