This	January 4, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	15
""			
2	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	2	19
""			
3	FROM THE TERRACE, by John O'Hara. (Random House.)	4	5
""			
4	EXODUS, by Leon Uris. (Doubleday.)	5	13
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
5		3	19
""	Brace and Company.)		
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
6		6	11
""	and Company.)		
""			
""	WOMEN AND THOMAS HARROW, by John P. Marquand. (Little, Brown and		
7		7	13
""	Company.)		
""			
8	VICTORINE, by Frances Parkinson Keyes. (Julian Messner, Inc.)	8	8
""			
9	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	9	50
""			
10	THE KING MUST DIE, by Mary Renault. (Pantheon.)	13	23
""			
11	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	10	16
""			
12	THE MOUNTAIN IS YOUNG, by Han Suyin. (Jonathan Cape.)	12	9
""			
13	BREAKFAST AT TIFFANY'S, by Truman Capote. (Random House.)	15	5
""			
14	THE RAINBOW AND THE ROSE, by Nevil Shute. (William Morrow.)	14	8
""			
15	THE LAND GOD GAVE TO CAIN, by Hammond Innes. (Alfred A. Knopf.)	--	1
""			
16	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	16	2
This	January 4, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	23
""			
2	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	2	16
""			
""	THE MEMOIRS OF FIELD-MARSHALL MONTGOMERY, by Field Marshall		
3		3	9
""	Montgomery. (World Publishing Co.)		
""			
""	WEDEMEYER REPORTS!, by General Albert C. Wedemeyer. (Henry Holt and		
4		5	5
""	Co.)		
""			
5	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	4	21
""			
6	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	7	2
""			
7	ON MY OWN, by Eleanor Roosevelt. (Harper and Brothers.)	6	14
""			
""	CHICAGO: A PICTORIAL HISTORY, by Herman Kogan and Lloyd Wendt. (E. P.		
8		8	5
""	Dutton.)		
""			
9	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	14	59
""			
10	THE THREE EDWARDS, by Thomas B. Costain. (Doubleday and Company.)	9	8
""			
11	THE PROUD POSSESSORS, by Aline B. Saarinen. (Random House.)	10	6
""			
""	THE NEW TESTAMENT IN MODERN ENGLISH, by J.B. Phillips. (MacMillan		
12		12	13
""	Company.)		
""			
13	THE GREAT CHICAGO FIRE, by Robert Cromie. (McGraw-Hill.)	13	10
""			
14	HERBLOCK'S SPECIAL FOR TODAY, by Herbert Block. (Simon and Schuster.)	11	8
""			
15	ABANDON SHIP!, by Richard F. Newcomb. (Henry Holt and Company.)	15	13
""			
16	BRAVE NEW WORLD REVISITED, by Aldous Huxley. (Harper and Brothers.)	--	1
