This	January 1, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE EGYPTIAN, by Mika Waltari.	1	17
""			
2	MARY, by Sholem Asch.	2	11
""			
3	A RAGE TO LIVE, by John O'Hara.	3	18
""			
4	THE WAY WEST, by A.B. Guthrie Jr.	4	10
""			
5	ONE ON THE HOUSE, by Mary Lasswell.	5	4
""			
6	THE WOMAN OF ROME, by Alberto Moravia.	6	6
""			
7	THE BIG FISHERMAN, by Lloyd C. Douglas.	9	57
""			
8	LET LOVE COME LAST, by Taylor Caldwell.	8	20
""			
9	THE MAN WITH THE GOLDEN ARM, by Nelson Algren.	12	14
""			
10	THE MUDLARK, by Theodore Bonnet.	10	18
""			
11	LOVING, by Henry Green.	7	9
""			
12	PRINCE OF EGYPT, by Dorothy Clarke Wilson.	--	2
""			
13	THE DREAM MERCHANTS, by Harold Robbins.	16	8
""			
14	CRY, THE BELOVED COUNTRY, by Alan Paton.	11	24
""			
15	THE SHELTERING SKY, by Paul Bowles.	--	1
""			
16	GYPSY SIXPENCE, by Edison Marshall.	--	7
This	January 1, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WHITE COLLAR ZOO, by Clare Barnes.	1	24
""			
2	THIS I REMEMBER, by Eleanor Roosevelt.	2	6
""			
3	THE MATURE MIND, by Harry Allen Overstreet.	3	19
""			
4	HOME SWEET ZOO, by Clare Barnes.	4	3
""			
5	THE AUTOBIOGRAPHY OF WILL ROGERS, by Donald Day.	5	10
""			
6	THE WATERS OF SILOE, by Thomas Merton.	6	14
""			
7	PEACE OF SOUL, by Fulton J. Sheen.	8	37
""			
8	A GUIDE TO CONFIDENT LIVING, by Norman Vincent Peale.	9	65
""			
9	MODERN ARMS AND FREE MEN, by Vannevar Bush.	11	4
""			
10	THE SEVEN STOREY MOUNTAIN, by Thomas Merton.	7	56
""			
11	THE GREATEST STORY EVER TOLD, by Fulton Oursler.	12	34
""			
12	THE ASPIRIN AGE, 1919-1941, by Isabel Leighton.	13	16
""			
13	BAGHDAD-BY-THE-BAY, by Herb Caen.	16	9
""			
14	THE FRENCHMAN, by Philippe Halsman.	14	5
""			
15	THE CONQUERORS, by Thomas B. Costain.	--	5
""			
16	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	10	22
