This	December 25, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	1	15
""			
2	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	2	8
""			
3	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	3	41
""			
4	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	5	5
""			
5	THE TONTINE, by Thomas B. Costain. (Doubleday.)	6	12
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
6		4	22
""	Schuster.)		
""			
7	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	7	3
""			
8	THE DEER PARK, by Norman Mailer. (G.P. Putnam's Sons.)	8	9
""			
9	AN EPISODE OF SPARROWS, by Rumer Godden. (Viking Press.)	10	2
""			
10	THE SMILING REBEL, by Harnett T. Kane. (Doubleday and Company.)	11	8
""			
11	A CHARMED LIFE, by Mary McCarthy. (Houghton Mifflin Harcourt.)	9	5
""			
12	THESE LOVERS FLED AWAY, by Howard Spring. (Harper and Brothers.)	13	9
""			
13	THE PROPHET, by Sholem Asch. (G.P. Putmam's Sons.)	--	2
""			
14	PAPA'S WIFE, by Thyra Ferre Bjorn. (Rinehart and Co.)	15	8
""			
15	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	12	34
""			
16	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	14	57
This	December 25, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	40
""			
2	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	2	12
""			
3	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	3	6
""			
4	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	7	3
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
5		4	164
""	Inc.)		
""			
6	MEMOIRS, Vol. 1, by Harry S. Truman. (Doubleday and Co.)	5	6
""			
7	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	6	40
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
8		9	7
""	Press.)		
""			
""	THE NEW YORKER 1950-1955 ALBUM, by New Yorker Magazine. (Harper and		
9		14	9
""	Brothers.)		
""			
10	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	11	29
""			
""	A DEMOCRAT LOOKS AT HIS PARTY, by Dean Gooderham Acheson. (Harper		
11		8	4
""	and Brothers.)		
""			
12	SO NEAR AND YET SO FAR, by Emily Kimbrough. (Harper and Brothers.)	10	7
""			
13	THE EXURBANITES, by A.C. Spectorsky. (J. B. Lippincott.)	12	6
""			
14	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	13	168
""			
15	THE WORLD WE LIVE IN, by the editors of Life and Lincoln Barnett. (Time Inc.)	--	2
""			
16	THE AFRICAN GIANT, by Stuart Cloete. (Houghton Mifflin.)	--	11
