This	May 13, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	12
""			
2	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	3	5
""			
3	LUCY CROWN, by Irwin Shaw. (Random House.)	5	6
""			
4	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	2	23
""			
5	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	6	28
""			
6	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	7	8
""			
7	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	4	61
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
8		8	42
""	Schuster.)		
""			
9	REMEMBER THE HOUSE, by Santha Rama Rau. (Harper.)	--	1
""			
10	ISLAND IN THE SUN, by Alec Waugh. (Farrar Straus and Giroux.)	9	17
""			
11	H.M.S. ULYSSES, by Alistair MacLean. (Collins Clear-Type Press.)	13	16
""			
12	HARRY OF MONMOUTH, by A.M. Maughan. (William Sloane.)	11	5
""			
13	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	12	35
""			
14	THE ABODE OF LOVE, by Aubrey Menen. (Charles Scribner's Sons.)	15	2
""			
15	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	10	25
""			
16	BELOVED, by Viña Delmar. (Harcourt, Brace and Company.)	14	4
This	May 13, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
1		1	17
""	Company.)		
""			
2	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	2	60
""			
3	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	3	23
""			
4	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	11	3
""			
5	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	4	13
""			
6	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	5	17
""			
7	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	6	13
""			
8	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	9	5
""			
9	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	8	60
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
10		7	27
""	Press.)		
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
11		10	184
""	Inc.)		
""			
12	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	12	2
""			
13	THE SECRET OF THE HITTITES, by C.W. Ceram. (Alfred A Knopf.)	13	16
""			
14	NEVER A DULL MOMENT, by Marguerite Cassini. (Harper and Brothers.)	--	1
""			
15	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	--	31
""			
16	DOCTOR KATE, by Adele Comandini. (Rinehart and Company.)	16	5
