This	March 30, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	MY COUSIN RACHEL, by Daphne du Maurier.	2	7
""			
2	THE CAINE MUTINY, by Herman Wouk.	1	50
""			
3	THE CRUEL SEA, by Nicholas Monsarrat.	3	33
""			
4	SPARK OF LIFE, by Erich Maria Remarque.	4	7
""			
5	THE SWIMMING POOL, by Mary Roberts Rinehart.	7	8
""			
6	THE END OF THE AFFAIR, by Graham Greene.	5	21
""			
7	THE PRESIDENT'S LADY, by Irving Stone.	6	25
""			
8	JEFFERSON SELLECK, by Carl Jonas.	9	8
""			
9	LET IT COME DOWN, by Paul Bowles.	10	3
""			
10	FROM HERE TO ETERNITY, by James Jones.	8	56
""			
11	MITTEE, by Daphne Rooke.	13	6
""			
12	THE DUKE OF GALLODORO, by Aubrey Menen.	16	3
""			
13	MOSES, by Sholem Asch.	11	25
""			
14	BARABBAS, by Par Lagerkvist.	--	8
""			
15	THE IRON MISTRESS, by Paul I. Wellman.	--	29
""			
16	WINDS OF MORNING, by Harold Lenoir Davis.	14	10
This	March 30, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	37
""			
2	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	12	2
""			
3	A MAN CALLED PETER, by Catherine Marshall.	2	23
""			
4	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	4	16
""			
5	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	6	3
""			
6	SHOW BIZ, by Abel Green and Joe Laurie Jr.	3	18
""			
7	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	8	18
""			
8	I LED 3 LIVES, by Herbert A. Philbrick.	5	5
""			
9	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	7	22
""			
10	THROUGH CHARLEY'S DOOR, by Emily Kimbrough.	10	4
""			
11	HOW TO GET RICH IN WASHINGTON, by Blair Bolles.	11	2
""			
12	DANCE TO THE PIPER, by Agnes de Mille.	9	9
""			
13	KON-TIKI, by Thor Heyerdahl.	14	81
""			
14	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	--	16
""			
15	EISENHOWER, by John Gunther.	13	7
""			
16	I LIVE AGAIN, by Ileana Princess of Romania.	--	1
