This	July 16, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	15
""			
2	THE WALL, by John Hersey.	2	19
""			
3	WORLD AND ENOUGH TIME, by Robert Penn Warren.	6	2
""			
4	STAR MONEY, by Kathleen Winsor.	3	12
""			
5	JUBILEE TRAIL, by Gwen Bristow.	4	21
""			
6	THE LEGACY, by Nevil Shute.	7	3
""			
7	HOMEWARD BORNE, by Ruth Chatterton.	5	8
""			
8	THE EGYPTIAN, by Mika Waltari.	8	45
""			
9	THE CIRCLE OF THE DAY, by Helen Huntington Howe.	9	5
""			
10	THE PLYMOUTH ADVENTURE, by Ernest Gebler.	10	9
""			
11	THE STUBBORN HEART, by Frank G. Slaughter.	15	4
""			
12	SLEEP TILL NOON, by Max Shulman.	11	12
""			
13	TOO LITTLE LOVE, by Robert Henriques.	14	3
""			
14	THE BIZARRE SISTERS, by Jay Walz.	12	8
""			
15	WAIT FOR TOMORROW, by Robert Wilder.	13	14
""			
16	HIGH VALLEY, by Charmian Clift And George Johnston.	16	4
This	July 16, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WORDS IN COLLISION, by Immanuel Velikovsky.	2	14
""			
2	ROOSEVELT IN RETROSPECT, by John Gunther.	1	5
""			
3	THE MATURE MIND, by Harry Allen Overstreet.	3	47
""			
4	COURTROOM, by Quentin Reynolds.	6	5
""			
5	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	7	14
""			
6	JOHN ADAMS AND THE AMERICAN REVOLUTION, by Catherine Drinker	8	2
""	Bowen.		
""			
7	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	5	13
""			
8	DIANETICS, by L. Ron Hubbard.	10	5
""			
9	THE GRAND ALLIANCE, by Winston S. Churchill.	4	10
""			
10	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	9	18
""			
11	THE COCKTAIL PARTY, by T.S. Eliot.	11	17
""			
12	THE MARX BROTHERS, by Kyle Samuel Crichton.	--	1
""			
13	CAPTAIN SAM GRANT, by Lloyd Lewis.	13	3
""			
14	MR. JONES, MEET THE MASTER, by Peter Marshall.	14	28
""			
15	I LEAP OVER THE WALL, by Monica Baldwin.	15	22
""			
16	ELEANOR OF AQUITIANE AND THE FOUR KINGS, by Amy Kelly.	--	3
