This	November 29, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	1	16
""			
2	THE WAR LOVER, by John Hersey. (Alfred A. Knopf.)	5	6
""			
3	EXODUS, by Leon Uris. (Doubleday.)	2	60
""			
4	THE DARKNESS AND THE DAWN, by Thomas B. Costain. (Doubleday.)	7	5
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
5		4	35
""	Company.)		
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
6		3	58
""	and Company.)		
""			
7	POOR NO MORE, by Robert Ruark. (Henry Holt and Company.)	9	3
""			
8	HAWAII, by James A. Michener. (Random House.)	15	2
""			
9	THE DEVIL'S ADVOCATE, by Morris L. West. (William Morrow.)	6	9
""			
10	THE THIRTEENTH APOSTLE, by Eugene Vale. (Charles Scribner's Sons.)	10	12
""			
11	THE CAVE, by Robert Penn Warren. (Random House.)	8	12
""			
""	STATION WAGON IN SPAIN, by Frances Parkinson Keyes. (Farrar, Straus and		
12		11	6
""	Co.)		
""			
13	THE BREAKING POINT, by Daphne du Maurier. (Doubleday and Company, Inc.)	14	2
""			
14	TOO MANY GHOSTS, by Paul Gallico. (Doubleday.)	--	1
""			
15	THE MANSION, by William Faulkner. (Random House.)	--	1
""			
16	THE LOTUS EATERS, by Gerald Green. (Charles Scribner's Sons.)	13	9
This	November 29, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ACT ONE, by Moss Hart. (Random House.)	1	9
""			
2	THIS IS MY GOD, by Herman Wouk. (Doubleday and Co.)	4	8
""			
3	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	3	33
""			
4	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	2	29
""			
5	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	5	20
""			
6	THE ARMADA, by Garrett Mattingly. (Houghton Mifflin.)	7	4
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
7		6	18
""	Company.)		
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
8		8	33
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
9	GROUCHO AND ME, by Groucho Marx. (Bernard Geis Associates.)	9	9
""			
10	THE APE IN ME, by Cornelia Otis Skinner. (Houghton Mifflin.)	11	7
""			
11	DIPLOMAT, by Charles Wheeler Thayer. (Harper and Brothers.)	12	3
""			
12	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	14	25
""			
""	AFFECTIONATELY, F.D.R., by James Roosevelt and Sidney Shalett. (Harcourt,		
13		10	4
""	Brace and Company.)		
""			
""	THE SECRET WORLD, by Peter Deriabin and Frank Gibney. (Doubleday and		
14		--	1
""	Company, Inc.)		
""			
15	JOHN PAUL JONES, by Samuel Eliot Morison. (Little, Brown and Company.)	--	7
""			
16	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	--	16
