This	May 14, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	6
""			
2	THE WALL, by John Hersey.	2	10
""			
3	JUBILEE TRAIL, by Gwen Bristow.	3	12
""			
4	STAR MONEY, by Kathleen Winsor.	5	3
""			
5	THE EGYPTIAN, by Mika Waltari.	4	36
""			
6	THE HORSE'S MOUTH, by Joyce Cary.	11	14
""			
7	THE FEAST, by Margaret Kennedy.	6	6
""			
8	MR.MIDSHIPMAN HORNBLOWER, by C.S. Forester.	9	7
""			
9	THE KING'S CAVALIER, by Samuel Shellabarger.	12	7
""			
10	WAIT FOR TOMORROW, by Robert Wilder.	7	5
""			
11	THE PARASITES, by Daphne du Maurier.	8	18
""			
12	NOTHING, by Henry Green.	10	5
""			
13	SLEEP TILL NOON, by Max Shulman.	14	3
""			
14	THE PINK HOUSE, by Nelia Gardner White.	--	8
""			
15	THE MAN WITH THE GOLDEN ARM, by Nelson Algren.	16	23
""			
16	MARY, by Sholem Asch.	--	29
This	May 14, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WORDS IN COLLISION, by Immanuel Velikovsky.	1	5
""			
2	THE MATURE MIND, by Harry Allen Overstreet.	2	38
""			
3	THE GRAND ALLIANCE, by Winston S. Churchill.	--	1
""			
4	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	4	9
""			
5	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	6	4
""			
6	THE ART OF REAL HAPPINESS, by Norman Vincent Peale and Smiley	8	7
""	Blanton.		
""			
7	THE COCKTAIL PARTY, by T.S. Eliot.	3	8
""			
8	THE BABY, by Simon & Schuster	5	11
""			
9	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	7	16
""			
10	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	9	5
""			
11	MR. JONES, MEET THE MASTER, by Peter Marshall.	10	19
""			
12	I LEAP OVER THE WALL, by Monica Baldwin.	12	13
""			
13	WAR OR PEACE, by John Foster Dulles.	--	1
""			
14	A GUIDE TO CONFIDENT LIVING, by Norman Vincent Peale.	--	81
""			
15	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	--	37
""			
16	THE GREATEST STORY EVER TOLD, by Fulton Oursler.	--	45
