This	October 2, 1983	Last	Weeks
Week	Fiction	Week	On List
""			
1	POLAND, by James A. Michener. (Random House, $17.95.) Seven centuries of	1	5
""	history in fictional form.		
""			
2	CHANGES, by Danielle Steel. (Delacorte, $15.95.) The crises that arise when a	2	4
""	television anchorwoman and a glamorous physician fall in love.		
""			
3	THE NAME OF THE ROSE, by Umberto Eco. (Helen & Kurt Wolff/Harcourt Brace	3	15
""	Jovanovich, $15.95.) Unraveling the mystery of a murder in a 14th-century Italian		
""	monastery.		
""			
4	AUGUST, by Judith Rossner. (Houghton Mifflin, $15.95.) The five-year	4	8
""	relationship of two women, a teen-age patient and her analyst.		
""			
5	HOLLYWOOD WIVES, by Jackie Collins. (Simon & Schuster, $16.95.) The	5	9
""	struggle for money and power in Tinsel Town.		
""			
6	WHO KILLED THE ROBINS FAMILY?, created by Bill Adler and written by	7	5
""	Thomas Chastain. (Morrow, $9.95.) The publisher offers a $10,000 prize to the		
""	reader who submits the best answer.		
""			
7	RETURN OF THE JEDI, adapted by Joan D. Vinge. (Random House, $6.95.)	6	17
""	Illustrated storybook based on the latest ''Star Wars'' film.		
""			
8	CHRISTINE, by Stephen King. (Viking, $16.95.) A car that kills is at large among a	9	26
""	Pennsylvania town's high school set.		
""			
9	MONIMBO, by Robert Moss and Arnaud de Borchgrave. (Simon & Schuster,	13	3
""	$15.95.) What happens after Castro unveils a plan to stir racial tension in the		
""	United States.		
""			
10	THE LITTLE DRUMMER GIRL, by John le Carré. (Knopf, $15.95.) A British	10	29
""	actress caught between agents of Israeli intelligence and of the Palestine		
""	Liberation Organization.		
""			
11	THE SEDUCTION OF PETER S., by Lawrence Sanders. (Putnam, $15.95.) The	11	11
""	sudden danger-filled success of a long out-of-work actor.		
""			
12	WINTER'S TALE, by Mark Helprin. (Harcourt Brace Jovanovich, $14.95.) Heroic	8	2
""	lives in Manhattan between the late 19th century and the year 2000.		
""			
13	THE AUERBACH WILL, by Stephen Birmingham. (Little, Brown, $16.95.) Three	12	2
""	generations of a German-Jewish family in New York.		
""			
14	HEARTBURN, by Nora Ephron. (Knopf, $11.95.) A roman a clef about a marriage	15	23
""	breaking up.		
""			
15	EVERYTHING AND MORE, by Jacqueline Briskin. (Putnam, $15.95.) Life after	14	2
This	October 2, 1983	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IN SEARCH OF EXCELLENCE, by Thomas J. Peters and Robert H. Waterman Jr.	1	38
""	(Harper & Row, $19.95.) Lessons to be learned from well-run American		
""	corporations.		
""			
2	ON WINGS OF EAGLES, by Ken Follett. (Morrow, $17.95.) The rescue of a Texas	4	5
""	businessman from an Iranian prison.		
""			
3	MEGATRENDS, by John Naisbitt. (Warner, $17.50.) Predictions about America in	2	47
""	the next decade based on an analysis of conditions today.		
""			
4	THE ONE MINUTE MANAGER, by Kenneth Blanchard and Spencer Johnson.	3	53
""	(Morrow, $15.) How to increase the productivity of those with whom you work, as		
""	well as your own.		
""			
5	CREATING WEALTH, by Robert G. Allen. (Simon & Schuster, $15.95.) Making	5	19
""	money in real estate.		
""			
6	OUT ON A LIMB, by Shirley MacLaine. (Bantam, $15.95.) The actress tells of her	6	12
""	mid-life ''journey to find her true self.''		
""			
7	FATAL VISION, by Joe McGinniss. (Putnam, $17.95.) The case of Jeffrey	--	1
""	MacDonald, Ivy League graduate, respected physician and convicted killer of his		
""	wife and daughters.		
""			
8	JANE FONDA'S WORKOUT BOOK, by Jane Fonda. (Simon & Schuster, $19.95.)	7	89
""	An exercise book for women.		
""			
9	MOTHERHOOD: The Second Oldest Profession, by Erma Bombeck. (McGraw-	10	2
""	Hill, $12.95.) A humorous look at the biggest on-the-job training program ever.		
""			
10	THE BEST OF JAMES HERRIOT. (St. Martin's Press, $19.95.) Selections from	11	3
""	the writings of the Yorkshire veterinarian.		
""			
11	NOTHING DOWN, by Robert G. Allen. (Simon & Schuster, $16.95.) How to buy	9	53
""	real estate with little or no money: a 1980 book.		
""			
12	BLUE HIGHWAYS, by William Least Heat Moon. (Atlantic/Little, Brown, $17.50.) A	8	33
""	report on a trip through the back roads of America.		
""			
13	OUTRAGEOUS ACTS AND EVERYDAY REBELLIONS, by Gloria Steinem. (Holt,	--	1
""	Rinehart & Winston, $14.95.) Essays by a leading feminist writer.		
""			
14	THE PETER PAN SYNDROME, by Dan Kiley. (Dodd, Mead, $14.95.) A	14	2
""	psychologist's analysis of the plight of men who have never grown up.		
""			
15	GROWING UP, by Russell Baker. (Congdon & Weed, $15.) The New York Times	12	43
""	columnist recalls his boyhood and youth.		
