This	November 6, 1988	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE QUEEN OF THE DAMNED, by Anne Rice. (Knopf, $18.95.) Continuing the	1	3
""	chronicle of 6,000 years of vampirism begun in ''Interview With the Vampire'' and		
""	''The Vampire Lestat.''		
""			
2	THE CARDINAL OF THE KREMLIN, by Tom Clancy. (Putnam, $19.95.) The	2	14
""	C.I.A.'s Jack Ryan races to the rescue of an American secret agent.		
""			
3	BREATHING LESSONS, by Anne Tyler. (Knopf, $18.95.) The many facets of a	3	7
""	28-year marriage are revealed during a drive to a friend's funeral.		
""			
4	FINAL FLIGHT, by Stephen Coonts. (Doubleday, $18.95.) Colonel Qazi, an	5	4
""	''international terrorist,'' plots to steal American nuclear weapons.		
""			
5	ANYTHING FOR BILLY, by Larry McMurtry. (Simon & Schuster, $18.95.) The	4	3
""	exploits of Billy the Kid, as shared by a dime-novel writer.		
""			
6	ALASKA, by James A. Michener. (Random House, $22.50.) The history of the	7	19
""	49th state told in fictional form.		
""			
7	ONE, by Richard Bach. (Silver Arrow/Morrow, $17.95.) A man and his wife find	--	1
""	themselves in a fantasy world where the possibilities of their pasts still exist.		
""			
8	TILL WE MEET AGAIN, by Judith Krantz. (Crown, $19.95.) The exploits of a	6	13
""	woman and her two daughters from pre-World War I Paris to present-day Los		
""	Angeles.		
""			
9	PRIME TIME, by Joan Collins. (Linden/Simon & Schuster, $19.95.) Five actresses	8	5
""	compete for a glamorous role in Hollywood.		
""			
10	THE SHELL SEEKERS, by Rosamunde Pilcher. (St. Martin's, $19.95.) A woman	10	38
""	and a painting tie together three generations of an English family.		
""			
11	MITLA PASS, by Leon Uris. (Doubleday, $19.95.) A writer's struggles with his	--	1
""	heritage and two loves reach a climax during the 1956 Sinai War.		
""			
12	THE BONFIRE OF THE VANITIES, by Tom Wolfe. (Farrar, Straus & Giroux,	12	53
""	$19.95.) A bond trader caught in the jungles of New York.		
""			
13	KOKO, by Peter Straub. (Dutton, $19.95.) Three Vietnam veterans on the trail of a	9	6
""	friend who may be responsible for a series of murders.		
""			
14	DRAGONSDAWN, by Anne McCaffrey. (Del Rey/ Ballantine, $18.95.) The	--	1
""	colonists who settle on a paradisiacal planet make plans to keep it from being		
""	destroyed by a strange force.		
""			
15	PEACHTREE ROAD, by Anne Rivers Siddons. (Harper & Row, $18.95.) The	--	1
""	stormy relationship of two well-born cousins matures amid Atlanta's evolution from		
This	November 6, 1988	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	A BRIEF HISTORY OF TIME, by Stephen W. Hawking. (Bantam, $18.95.) A	1	29
""	scientist's review of efforts to create a unified theory of the universe.		
""			
2	THE LAST LION, by William Manchester. (Little, Brown, $24.95.) The second	4	3
""	volume of a biography of Winston Churchill, covering the years 1932-40.		
""			
3	THE FIRST SALUTE, by Barbara W. Tuchman. (Knopf, $22.95.) A historian's view	3	4
""	of the American Revolution.		
""			
4	A BRIGHT SHINING LIE, by Neil Sheehan. (Random House, $24.95.) A biography	5	2
""	of Lieut. Col. John Paul Vann that is also a history of American involvement in		
""	Vietnam.		
""			
5	THE RAGMAN'S SON, by Kirk Douglas. (Simon & Schuster, $21.95.) The actor	2	11
""	recalls his life.		
""			
6	SURVIVING THE GREAT DEPRESSION OF 1990, by Ravi Batra. (Simon &	11	4
""	Schuster, $18.95.) What Americans and their Government should do in the face of		
""	economic disaster.		
""			
7	GOLDWATER, by Barry M. Goldwater with Jack Casserly. (Doubleday, $21.95.)	13	2
""	The memoirs of the longtime Senator from Arizona.		
""			
8	LANDSLIDE, by Jane Mayer and Doyle McManus. (Houghton Mifflin, $21.95.)	7	5
""	Two reporters on ''the unmaking of the President, 1984-1988.''		
""			
9	TALKING STRAIGHT, by Lee Iacocca with Sonny Kleinfield. (Bantam, $21.95.)	--	18
""	More experiences and opinions of the Chrysler chairman.		
""			
10	TRUMP, by Donald J. Trump with Tony Schwartz. (Random House, $19.95.) The	14	47
""	career and business style of the New York entrepreneur.		
""			
11	ALL I REALLY NEED TO KNOW I LEARNED IN KINDERGARTEN, by Robert	--	1
""	Fulghum. (Villard, $15.95.) Inspirational essays about everyday matters.		
""			
12	SENATORIAL PRIVILEGE, by Leo Damore. (Regnery Gateway, $19.95.) A	6	13
""	reporter's reassessment of Chappaquiddick.		
""			
13	THE DUCHESS OF WINDSOR, by Charles Higham. (McGraw-Hill, $17.95.) The	10	16
""	life of the woman who married King Edward VIII.		
""			
14	PRESS ON! by Chuck Yeager and Charles Leerhsen. (Bantam, $17.95.) The	12	6
""	legendary pilot on flying, the outdoors and his West Virginia roots.		
""			
15	THE BOZ, by Brian Bosworth with Rick Reilly. (Doubleday, $17.95.) The	8	10
""	autobiography of the Seattle Seahawks football player.		
