This	March 28, 1982	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE PARSIFAL MOSAIC, by Robert Ludlum. (Random House, $15.95.) Through	1	2
""	many exploits and hairbreadth escapes, Michael Havelock saves the world from		
""	nuclear extinction.		
""			
2	NORTH AND SOUTH, by John Jakes. (Harcourt Brace Jovanovich, $14.95.) The	2	8
""	friendship of two wealthy families - one in Pennsylvania, the other in Carolina - is		
""	strained by the Civil War.		
""			
3	AN INDECENT OBSESSION, by Colleen McCullough. (Harper & Row, $13.50.) A	4	23
""	nurse and her charges in a special-care ward of a World War II hospital.		
""			
4	THE DEAN'S DECEMBER, by Saul Bellow. (Harper & Row, $13.95.) During a	8	8
""	deathbed vigil in Rumania, a college dean from Chicago realizes some truths		
""	about his own land.		
""			
5	MARCO POLO, IF YOU CAN, by William F. Buckley Jr. (Doubleday, $13.95.)	6	9
""	Blackford Oakes's quest for a mole in the C.I.A. takes him to Russia.		
""			
6	A GREEN DESIRE, by Anton Myrer. (Putnam's, $14.95.) A woman caught	3	8
""	between the clashing ambitions of two brothers during the springtime of this		
""	century.		
""			
7	THE MOSQUITO COAST, by Paul Theroux. (Houghton Mifflin, $13.95.) A	--	1
""	rebellious Yankee seeks to build a Utopia in the jungles of Honduras.		
""			
8	SPRING MOON, by Bette Bao Lord. (Harper & Row, $14.95.) Tradition and	5	18
""	revolution in modern China seen through the life of an upper-class family.		
""			
9	THE HOTEL NEW HAMPSHIRE, by John Irving. (Dutton/Henry Robbins, $15.50.)	7	28
""	Life with an eccentric family.		
""			
10	FEVER, by Robin Cook. (Putnam's, $13.95.) Obsessions, personal and	13	5
""	professional, possess a cancer researcher.		
""			
11	A MOTHER AND TWO DAUGHTERS, by Gail Godwin. (Viking, $15.95.) The	9	5
""	death of a husband and father changes the lives of a family of female		
""	individualists.		
""			
12	NOBLE HOUSE, by James Clavell. (Delacorte, $19.95.) A British-Chinese	14	47
""	struggle for control of one of Hong Kong's oldest trading houses.		
""			
13	REMEMBRANCE, by Danielle Steel. (Delacorte, $14.95.) An Italian princess, in	12	21
""	quest of romance, finds frustration, then fulfillment in America.		
""			
14	HAPPY TO BE HERE, by Garrison Keillor. (Atheneum, $11.95.) Stories and comic	--	1
""	pieces by the host of a National Public Radio show.		
This	March 28, 1982	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	JANE FONDA'S WORKOUT BOOK, by Jane Fonda. (Simon & Schuster, $17.95.)	1	10
""	An exercise book for women, seasoned with the film star's philosophy of physical		
""	well-being.		
""			
2	A FEW MINUTES WITH ANDY ROONEY, by Andrew A. Rooney. (Atheneum,	3	16
""	$12.95.) Reflections on contemporary life by the journalist and television		
""	commentator.		
""			
3	A LIGHT IN THE ATTIC, by Shel Silverstein. (Harper & Row, $10.95.) Humor in	2	21
""	cartoons and verse.		
""			
4	AT DAWN WE SLEPT, by Gordon W. Prange. (McGraw-Hill, $22.95.) A fresh	5	10
""	account of the events culminating in the Japanese attack on Pearl Harbor.		
""			
5	WHEN BAD THINGS HAPPEN TO GOOD PEOPLE, by Harold S. Kushner.	4	7
""	(Schocken, $10.95.) Comforting thoughts from a Massachusetts rabbi.		
""			
6	THE I LOVE NEW YORK DIET, by Bess Myerson and Bill Adler. (Morrow,	12	4
""	$11.50.) A seven-day plan.		
""			
7	WITNESS TO POWER, by John Ehrlichman. (Simon & Schuster, $17.50.) The	6	7
""	gossipy memoirs of one of President Nixon's chief advisers.		
""			
8	WHAT EVERY WOMAN SHOULD KNOW ABOUT MEN, by Joyce Brothers.	--	1
""	(Simon & Schuster, $13.95.) Counsel from a pop psychologist.		
""			
9	WEIGHT WATCHERS 365-DAY MENU COOKBOOK. (New American Library,	10	5
""	$14.95.) A new compendium of more than 500 recipes.		
""			
10	HOW TO MAKE LOVE TO A MAN, by Alexandra Penney. (Clarkson N. Potter,	7	29
""	$10.) How-to.		
""			
11	LIFE ON EARTH, by David Attenborough. (Little, Brown, $22.50.) A popular	--	1
""	history of evolution: tie-in to the current PBS television series.		
""			
12	THE LORD GOD MADE THEM ALL, by James Herriot. (St. Martin's, $13.95.) The	9	47
""	further adventures of the Yorkshire vet at home and behind the Iron Curtain.		
""			
13	PATHFINDERS, by Gail Sheehy. (Morrow, $15.95.) How ordinary people cope	11	21
""	with the normal crises of life.		
""			
14	THE WALK WEST: A Walk Across America 2, by Peter and Barbara Jenkins.	8	14
""	(Morrow, $14.95.) A newlywed couple's adventures on a trek from Louisiana to		
""	Oregon.		
""			
15	LAID BACK IN WASHINGTON, by Art Buchwald. (Putnam's, $12.95.) The	13	14
""	columnist has his funny say on politics, sex and life in general.		
