This	April 12, 1981	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE COVENANT, by James A. Michener. (Random House, $17.95.) Fifteen	1	25
""	thousand years of South African history.		
""			
2	MASQUERADE, by Kit Williams. (Schocken Books, $9.95.) A fantastic tale about	2	13
""	the Sun, the Moon and a lost treasure.		
""			
3	CENTURY, by Fred Mustard Stewart. (Morrow, $13.95.) Saga of an Italian-	3	8
""	American family.		
""			
4	BRAIN, by Robin Cook. (Putnam's, $11.95.) A young physician copes with a	4	9
""	conspiracy of medical researchers who steal young women's brains to create an		
""	artificial intelligence.		
""			
5	THE COMPANY OF WOMEN, by Mary Gordon. (Random House, $12.95.) One	5	5
""	modern young woman's experience with the manners and mores of Roman		
""	Catholicism.		
""			
6	ANSWER AS A MAN, by Taylor Caldwell. (Putnam's, $12.95.) A man who has	6	16
""	made it big in early 20th-century America struggles against the corruption that		
""	engulfs his life.		
""			
7	THE DELTA DECISION, by Wilbur Smith. (Doubleday, $12.95.) A plot to unite	8	3
""	international terrorist groups into one global organization.		
""			
8	REFLEX, by Dick Francis. (Putnam's, $11.95.) A British jockey copes with	--	1
""	blackmail and discovers his own missing past.		
""			
9	THE KEY TO REBECCA, by Ken Follett. (Morrow, $12.95.) German espionage in	7	29
""	Cairo during the desert campaigns of 1942.		
""			
10	FIRESTARTER, by Stephen King. (Viking, $13.95.) Eight year old Charlie can look	13	34
""	at anything and turn it into flames.		
""			
11	GORKY PARK, by Martin Cruz Smith. (Random House, $13.95.) A triple murder in	--	1
""	Moscow leads to a chase across two continents.		
""			
12	RAGE OF ANGELS, by Sidney Sheldon. (Morrow, $12.95.) An idealistic young	15	42
""	woman lawyer triumphs over two vengeful men.		
""			
13	COME POUR THE WINE, by Cynthia Freeman. (Arbor House, $12.95.) A	10	26
""	woman's long journey to self-discovery.		
""			
14	THE AVIATOR, by Ernest K. Gann. (Arbor House, $10.95.) Romance and	14	3
""	adventure in the early days of the U.S. airmail service.		
""			
15	CREATION, by Gore Vidal. (Random House, $15.95.) A journey through that	9	2
""	greatest of all ages, the fifth century B.C., in the company of a man critical of it all.		
This	April 12, 1981	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	NEVER-SAY-DIET BOOK, by Richard Simmons. (Warner, $14.95.) Regimen for	1	10
""	exercise, diet and life style.		
""			
2	COSMOS, by Carl Sagan. (Random House, $19.95.) Thirteen billion years of the	2	22
""	universe's evolution explained by the NASA medal-winning space scientist.		
""			
3	NICE GIRLS DO, by Irene Kassorla. (Stratford Press, $9.95.) ''How women may	4	11
""	solve their own sexual problems.''		
""			
4	THE LAST MAFIOSO, by Ovid Demaris. (Times Books, $15.) The story of Jimmy	3	9
""	Fratianno, professional hit man who turned Government witness.		
""			
5	BEST EVIDENCE, by David S. Lifton. (Macmillan, $16.95.) An account of the	5	9
""	author's effort to prove that J.F.K.'s death was part of a plot by high-level		
""	Government conspirators.		
""			
6	WILLIAM E. DONOGHUE'S COMPLETE MONEY MARKET GUIDE, by William E.	6	3
""	Donoghue with Thomas Tilling. (Harper & Row, $12.95.) ''How to profit from		
""	inflation and fluctuating interest rates.''		
""			
7	YOU CAN NEGOTIATE ANYTHING, by Herb Cohen. (Lyle Stuart, $12.) ''How to	8	7
""	get an edge on life.''		
""			
8	ALL YOU NEED TO KNOW ABOUT THE IRS, 1981 Edition, by Paul N. Strassels	7	3
""	and Robert Wool. (Random House, $11.95.) A taxpayer's guide.		
""			
9	PAPER MONEY, by Adam Smith. (Summit, $13.95.) An economist throws light on	--	3
""	that mysterious thing, money.		
""			
10	CRAIG CLAIBORNE'S GOURMET DIET, by Craig Claiborne with Pierre Franey.	12	35
""	(Times Books, $10.95.) Recipes for eating well, losing weight and maintaining		
""	good health.		
""			
11	BETTY CROCKER'S INTERNATIONAL COOKBOOK. (Random House, $13.95.)	11	21
""	A new collection of recipes under a long-established name.		
""			
12	MARIA CALLAS, by Arianna Stassinopoulos. (Simon & Schuster, $15.95.) A	10	2
""	gossipy biography of an extraordinary singer and electrifying personality.		
""			
13	NOTHING DOWN, by Robert G. Allen. (Simon & Schuster, $11.95.) How to buy	13	45
""	real estate with little or no cash.		
""			
14	WEALTH AND POVERTY, by George Gilder. (Basic Books, $16.95.) The case for	--	1
""	capitalism and for a reduction in the tax rate.		
""			
15	CRISIS INVESTING, by Douglas R. Casey. (Stratford Press, $12.50.)	15	32
""	''Opportunities for investing in the coming Great Depression.''		
