This	June 7, 1987	Last	Weeks
Week	Fiction	Week	On List
""			
1	MISERY, by Stephen King. (Viking, $18.95.) Drugged and injured, an author is	--	1
""	held captive by a psychotic fan.		
""			
2	THE HAUNTED MESA, by Louis L'Amour. (Bantam, $18.95.) Unraveling the	1	4
""	mystery of vanished Indian cliff dwellers.		
""			
3	FINE THINGS, by Danielle Steel. (Delacorte, $18.95.) A son of the 60's on his way	2	12
""	to the 80's.		
""			
4	HEIRESS, by Janet Dailey. (Little, Brown, $17.95.) Sisters vie for their father's	8	4
""	affection and fortune.		
""			
5	WINDMILLS OF THE GODS, by Sidney Sheldon. (Morrow, $18.95.) Nightmarish	3	18
""	experiences befall a woman appointed Ambassador to Rumania.		
""			
6	THE LADIES OF MISSALONGHI, by Colleen McCullough. (Harper & Row,	4	9
""	$12.95.) An Australian town at the turn of the century.		
""			
7	THE EYES OF THE DRAGON, by Stephen King. (Viking, $18.95.) A fairy tale,	6	19
""	complete with an aged king, two princes, an evil wizard and a mouse.		
""			
8	TEXASVILLE, by Larry McMurtry. (Simon & Schuster, $18.95.) From the 50's to	5	9
""	the 80's in Thalia, Tex. - a sequel to ''The Last Picture Show.''		
""			
9	RED STORM RISING, by Tom Clancy. (Putnam, $19.95.) The West tries to stave	9	45
""	off the Russians.		
""			
10	DESTINY, by Sally Beauman. (Bantam, $19.95.) The story of a 30-year romance.	7	11
""			
11	THE THANATOS SYNDROME, by Walker Percy. (Farrar, Straus & Giroux,	11	9
""	$17.95.) A psychiatrist's adventures in 1996.		
""			
12	WINTER HAWK, by Craig Thomas. (Morrow, $18.95.) Thwarting a Russian plot to	--	4
""	launch a ''Star Wars'' weapon.		
""			
13	BOLT, by Dick Francis. (Putnam, $17.95.) The jockey-hero of ''Break In'' has to	12	13
""	contend with a romantic crisis and an arms-selling intrigue.		
""			
14	VOYAGE OF VENGEANCE, by L. Ron Hubbard. (Bridge, $18.95.) Latest in the	--	2
""	science fiction- fantasy series ''Mission Earth.''		
""			
15	NO DEALS, MR. BOND, by John Gardner. (Putnam, $13.95.) James Bond returns	10	7
""	to solve a case of ritual killings.		
""			
16	THE DAMNATION GAME, by Clive Barker. (Ace/ Putnam, $18.95.) A bodyguard's	15	2
""	experiences protecting a reclusive industrialist from an unknown force that is after		
""	his soul.		
This	June 7, 1987	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE CLOSING OF THE AMERICAN MIND, by Allan Bloom. (Simon & Schuster,	2	6
""	$18.95.) A critique of liberal arts education during the past 25 years.		
""			
2	CULTURAL LITERACY, by E. D. Hirsch Jr. (Houghton Mifflin, $16.95.) The	--	1
""	information - geography, history, literature, politics - that you need to read with.		
""			
3	COMMUNION, by Whitley Strieber. (Beech Tree/ Morrow, $17.95.) A professional	1	15
""	writer tells of the visits of ''intelligent nonhumans'' to his home.		
""			
4	HAMMER, by Armand Hammer with Neil Lyndon. (Putnam, $22.95.) The	7	4
""	industrialist's autobiography.		
""			
5	LOVE, MEDICINE & MIRACLES, by Bernie S. Siegel. (Harper & Row, $15.95.) A	3	9
""	surgeon stresses the importance of the patient's mind and emotions.		
""			
6	A DAY IN THE LIFE OF AMERICA. (Collins Publishers, $39.95.) The nation on	4	27
""	May 2, 1986, as recorded in pictures by 200 photojournalists.		
""			
7	GLORY DAYS, by Dave Marsh. (Pantheon, $18.95.) Bruce Springsteen in the	6	5
""	1980's.		
""			
8	HOLD ON, MR. PRESIDENT! by Sam Donaldson. (Random House, $17.95.) A	5	9
""	White House television correspondent comments on his assignment.		
""			
9	GRACE, by James Spada. (Dolphin/Doubleday, $17.95.) The private and public	13	3
""	lives of Princess Grace of Monaco.		
""			
10	THE DIFFERENT DRUM, by M. Scott Peck. (Simon & Schuster, $16.95.) A	--	1
""	psychiatrist's prescription for peace.		
""			
11	THIS 'N THAT, by Bette Davis with Michael Herskowitz. (Putnam, $17.95.) The	8	8
""	actress's memories and opinions.		
""			
12	THE FATAL SHORE, by Robert Hughes. (Knopf, $24.95.) Australia, from penal	12	17
""	colony to flourishing nation.		
""			
13	A SEASON ON THE BRINK, by John Feinstein. (Macmillan, $16.95.) A chronicle	10	23
""	of one season with the Indiana University basketball team.		
""			
14	BERNSTEIN, by Joan Peyser. (Beech Tree/ Morrow, $22.95.) A biography of the	--	1
""	conductor.		
""			
15	THE FITZGERALDS AND THE KENNEDYS, by Doris Kearns Goodwin. (Simon &	9	16
""	Schuster, $22.95.) Three generations of a family.		
""			
16	BEVERLY, by Beverly Sills and Lawrence Linderman. (Bantam, $19.95.) Memoir	--	2
""	of a singer, mother, wife and impresario.		
