This	February 7, 1982	Last	Weeks
Week	Fiction	Week	On List
""			
1	AN INDECENT OBSESSION, by Colleen McCullough. (Harper & Row, $13.50.) A	1	16
""	nurse and her charges in a special-care ward of a World War II hospital.		
""			
2	THE HOTEL NEW HAMPSHIRE, by John Irving. (Dutton/Henry Robbins, $15.50.)	3	21
""	Life with an eccentric family.		
""			
3	SPRING MOON, by Bette Bao Lord. (Harper & Row, $14.95.) Tradition and	2	11
""	revolution in modern China seen through the life of an upper-class family.		
""			
4	MARCO POLO, IF YOU CAN, by William F. Buckley Jr. (Doubleday, $13.95.)	12	2
""	Blackford Oakes's quest for a mole in the C.I.A. takes him to Russia.		
""			
5	NOBLE HOUSE, by James Clavell. (Delacorte, $19.95.) A British-Chinese	5	40
""	struggle for control of one of Hong Kong's oldest trading houses.		
""			
6	THE DEAN'S DECEMBER, by Saul Bellow. (Harper & Row, $13.95.) During a	--	1
""	deathbed vigil in Rumania, a college dean from Chicago realizes some truths		
""	about his own land.		
""			
7	CUJO, by Stephen King. (Viking, $13.95.) Monsters haunt a New York family	7	26
""	seeking peace in rural Maine.		
""			
8	NO TIME FOR TEARS, by Cynthia Freeman. (Arbor House, $14.95.) A dauntless	8	13
""	woman leads her family from Czarist Russia to Palestine to New York's diamond		
""	center.		
""			
9	MASQUERADE, by Kit Williams. (Schocken Books, $10.95.) An illustrated fable	10	41
""	about the sun, the moon and a hidden treasure.		
""			
10	RABBIT IS RICH, by John Updike. (Knopf, $13.95.) Harry Angstrom of ''Rabbit,	4	16
""	Run'' returns in the chips but unfulfilled.		
""			
11	REMEMBRANCE, by Danielle Steel. (Delacorte, $14.95.) An Italian princess, in	6	14
""	quest of romance, finds frustration, then fulfillment in America.		
""			
12	NORTH AND SOUTH, by John Jakes. (Harcourt Brace Jovanovich, $14.95.) The	--	1
""	friendship of two wealthy families - one in Pennsylvania, the other in Carolina - is		
""	strained by the Civil War.		
""			
13	GORKY PARK, by Martin Cruz Smith. (Random House, $13.95.) A triple murder in	15	44
""	Moscow leads to a chase on two continents.		
""			
14	RED DRAGON, by Thomas Harris. (Putnam's, $13.95.) An ex-F.B.I. man on the	13	4
""	trail of a psychopathic killer.		
""			
15	A GREEN DESIRE, by Anton Myrer. (Putnam's, $14.95.) A woman caught	--	1
""	between the clashing ambitions of two brothers during the springtime of this		
This	February 7, 1982	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	A LIGHT IN THE ATTIC, by Shel Silverstein. (Harper & Row, $10.95.) Humor in	1	14
""	cartoons and verse.		
""			
2	A FEW MINUTES WITH ANDY ROONEY, by Andrew A. Rooney. (Atheneum,	2	9
""	$12.95.) Reflections on contemporary life by the television commentator.		
""			
3	PATHFINDERS, by Gail Sheehy. (Morrow, $15.95.) How ordinary people cope	8	14
""	with the normal crises of life.		
""			
4	JANE FONDA'S WORKOUT BOOK, by Jane Fonda. (Simon & Schuster, $15.95.)	6	3
""	An exercise book for women, seasoned with the film star's philosophy of physical		
""	well-being.		
""			
5	THE LORD GOD MADE THEM ALL, by James Herriot. (St. Martin's, $13.95.) The	3	40
""	further adventures of the Yorkshire vet at home and behind the Iron Curtain.		
""			
6	LAID BACK IN WASHINGTON, by Art Buchwald. (Putnam's, $12.95.) The	12	7
""	columnist has his funny say on politics, sex and life in general.		
""			
7	THE WALK WEST: A Walk Across America 2, by Peter and Barbara Jenkins.	7	7
""	(Morrow, $14.95.) A newlywed couple's adventures on a trek from Louisiana to		
""	Oregon.		
""			
8	AT DAWN WE SLEPT, by Gordon W. Prange. (McGraw-Hill, $22.95.) A revisionist	9	3
""	history o f the events culminating in the Japanese attack on Pearl Harbor.		
""			
9	NEVER-SAY-DIET BOOK, by Richard Simmons. (Warner, $14.95.) A regimen for	4	53
""	exercise, diet and life style devised by a Hollywood television personality.		
""			
10	COSMOS, by Carl Sagan. (Random House, $22.95.) Thirteen billion years of the	5	65
""	universe's evolution explained by the NASA medal-winning space scientist.		
""			
11	THE CINDERELLA COMPLEX, by Colette Dowling. (Summit Books, $12.95.)	--	22
""	From her own experience, a writer argues that women have a hidden fear of		
""	independence.		
""			
12	HOW TO MAKE LOVE TO A MAN, by Alexandra Penney. (Clarkson N. Potter,	14	22
""	$10.) How-to.		
""			
13	ELVIS, by Albert Goldman. (McGraw-Hill, $14.95.) The life and death of Elvis	10	12
""	Presley.		
""			
14	FROM BAUHAUS TO OUR HOUSE, by Tom Wolfe. (Farrar, Straus & Giroux,	13	14
""	$10.95.) A critical look at contemporary architecture.		
""			
15	THE BREAKS OF THE GAME, by David Halberstam. (Knopf, $15.) The world of	15	4
""	professional basketball.		
