This	October 30, 1983	Last	Weeks
Week	Fiction	Week	On List
""			
1	POLAND, by James A. Michener. (Random House, $17.95.) Seven centuries of	1	9
""	history in fictional form.		
""			
2	THE NAME OF THE ROSE, by Umberto Eco. (Helen & Kurt Wolff/Harcourt Brace	2	19
""	Jovanovich, $15.95.) Unraveling the mystery of a murder in a 14th-century Italian		
""	monastery.		
""			
3	CHANGES, by Danielle Steel. (Delacorte, $15.95.) The crises that arise when a	3	8
""	television anchorwoman and a glamorous physician fall in love.		
""			
4	HOLLYWOOD WIVES, by Jackie Collins. (Simon & Schuster, $16.95.) The	4	13
""	struggle for money and power in Tinsel Town.		
""			
5	AUGUST, by Judith Rossner. (Houghton Mifflin, $15.95.) The five-year	5	12
""	relationship of two women, a teen-age patient and her analyst.		
""			
6	WHO KILLED THE ROBINS FAMILY?, created by Bill Adler and written by	8	9
""	Thomas Chastain. (Morrow, $9.95.) The publisher offers a $10,000 prize to the		
""	reader who submits the best answer.		
""			
7	WINTER'S TALE, by Mark Helprin. (Harcourt Brace Jovanovich, $14.95.) Heroic	6	6
""	lives in Manhattan between the late 19th century and the year 2000.		
""			
8	THE AUERBACH WILL, by Stephen Birmingham. (Little, Brown, $16.95.) Three	7	6
""	generations of a German-Jewish family in New York.		
""			
9	EVERYTHING AND MORE, by Jacqueline Briskin. (Putnam, $15.95.) Life after	12	6
""	Beverly Hills High School: the careers of four women.		
""			
10	RETURN OF THE JEDI, adapted by Joan D. Vinge. (Random House, $6.95.)	11	21
""	Illustrated storybook based on the latest ''Star Wars'' film.		
""			
11	MONIMBO, by Robert Moss and Arnaud de Borchgrave. (Simon & Schuster,	10	7
""	$16.95.) What happens after Castro unveils a plan to stir racial tension in the		
""	United States.		
""			
12	CHRISTINE, by Stephen King. (Viking, $16.95.) A car that kills is at large among a	13	30
""	Pennsylvania town's high school set.		
""			
13	THE LITTLE DRUMMER GIRL, by John le Carré. (Knopf, $15.95.) A British	14	33
""	actress caught between agents of Israeli intelligence and of the Palestine		
""	Liberation Organization.		
""			
14	HEARTBURN, by Nora Ephron. (Knopf, $11.95.) A roman a clef about a marriage	15	27
""	breaking up.		
""			
15	THE SEDUCTION OF PETER S., by Lawrence Sanders. (Putnam, $15.95.) The	--	14
This	October 30, 1983	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MOTHERHOOD: The Second Oldest Profession, by Erma Bombeck. (McGraw-	1	6
""	Hill, $12.95.) A humorous look at the biggest on-the-job training program ever.		
""			
2	IN SEARCH OF EXCELLENCE, by Thomas J. Peters and Robert H. Waterman Jr.	2	42
""	(Harper & Row, $19.95.) Lessons to be learned from well-run American		
""	corporations.		
""			
3	THE BODY PRINCIPAL, by Victoria Principal. (Simon & Schuster, $16.95.)	4	4
""	Exercises for women by a television personality.		
""			
4	MEGATRENDS, by John Naisbitt. (Warner, $17.50.) Predictions about America in	6	51
""	the next decade based on an analysis of conditions today.		
""			
5	ON WINGS OF EAGLES, by Ken Follett. (Morrow, $17.95.) The rescue of two	5	9
""	Americans from an Iranian prison.		
""			
6	THE MARY KAY GUIDE TO BEAUTY. (Addison-Wesley, $19.95.) An illustrated	3	3
""	guide for women prepared by the staff of a cosmetic firm.		
""			
7	FATAL VISION, by Joe McGinniss. (Putnam, $17.95.) The case of Jeffrey	7	5
""	MacDonald, Ivy League graduate, respected physician and convicted killer of his		
""	wife and daughters.		
""			
8	THE BEST OF JAMES HERRIOT. (St. Martin's Press, $19.95.) Selections from	8	7
""	the writings of the Yorkshire veterinarian.		
""			
9	THE PETER PAN SYNDROME, by Dan Kiley. (Dodd, Mead, $14.95.) A	9	5
""	psychologist's analysis of the plight of men who have never grown up.		
""			
10	OUTRAGEOUS ACTS AND EVERYDAY REBELLIONS, by Gloria Steinem. (Holt,	13	5
""	Rinehart & Winston, $14.95.) Essays by a leading feminist writer.		
""			
11	THE ONE MINUTE MANAGER, by Kenneth Blanchard and Spencer Johnson.	10	57
""	(Morrow, $15.) How to increase the productivity of those with whom you work, as		
""	well as your own.		
""			
12	CREATING WEALTH, by Robert G. Allen. (Simon & Schuster, $15.95.) Making	11	23
""	money in real estate.		
""			
13	VIETNAM: A History, by Stanley Karnow. (Viking, $19.95.) Profusely illustrated	12	2
""	history of the war: tie-in with the current PBS television series.		
""			
14	JANE FONDA'S WORKOUT BOOK, by Jane Fonda. (Simon & Schuster, $19.95.)	--	92
""	Exercises for women by the film actress.		
""			
15	NOTHING DOWN, by Robert G. Allen. (Simon & Schuster, $16.95.) How to buy	--	56
""	real estate with little or no money: a 1980 book.		
