This	March 14, 1982	Last	Weeks
Week	Fiction	Week	On List
""			
1	NORTH AND SOUTH, by John Jakes. (Harcourt Brace Jovanovich, $14.95.) The	1	6
""	friendship of two wealthy families - one in Pennsylvania, the other in Carolina - is		
""	strained by the Civil War.		
""			
2	MARCO POLO, IF YOU CAN, by William F. Buckley Jr. (Doubleday, $13.95.)	5	7
""	Blackford Oakes's quest for a mole in the C.I.A. takes him to Russia.		
""			
3	AN INDECENT OBSESSION, by Colleen McCullough. (Harper & Row, $13.50.) A	2	21
""	nurse and her charges in a special-care ward of a World War II hospital.		
""			
4	SPRING MOON, by Bette Bao Lord. (Harper & Row, $14.95.) Tradition and	4	16
""	revolution in modern China seen through the life of an upper-class family.		
""			
5	THE DEAN'S DECEMBER, by Saul Bellow. (Harper & Row, $13.95.) During a	3	6
""	deathbed vigil in Rumania, a college dean from Chicago realizes some truths		
""	about his own land.		
""			
6	A GREEN DESIRE, by Anton Myrer. (Putnam's, $14.95.) A woman caught	6	6
""	between the clashing ambitions of two brothers during the springtime of this		
""	century.		
""			
7	THE HOTEL NEW HAMPSHIRE, by John Irving. (Dutton/Henry Robbins, $15.50.)	7	26
""	Life with an eccentric family.		
""			
8	REMEMBRANCE, by Danielle Steel. (Delacorte, $14.95.) An Italian princess, in	15	19
""	quest of romance, finds frustration, then fulfillment in America.		
""			
9	RABBIT IS RICH, by John Updike. (Knopf, $13.95.) Harry Angstrom of ''Rabbit,	8	21
""	Run'' returns in the chips but unfulfilled.		
""			
10	A MOTHER AND TWO DAUGHTERS, by Gail Godwin. (Viking, $15.95.) The	11	3
""	death of a husband and father changes the lives of a family of female		
""	individualists.		
""			
11	FEVER, by Robin Cook. (Putnam's, $13.95.) Obsessions, personal and	12	3
""	professional, possess a cancer researcher.		
""			
12	RED DRAGON, by Thomas Harris. (Putnam's, $13.95.) An ex-F.B.I. man on the	14	8
""	trail of a psychopathic killer.		
""			
13	CUJO, by Stephen King. (Viking, $13.95.) Monsters haunt a New York family	13	31
""	seeking peace in rural Maine.		
""			
14	NO TIME FOR TEARS, by Cynthia Freeman. (Arbor House, $14.95.) A dauntless	10	18
""	woman leads her family from Czarist Russia to Palestine to New York's diamond		
""	center.		
This	March 14, 1982	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	JANE FONDA'S WORKOUT BOOK, by Jane Fonda. (Simon & Schuster, $17.95.)	2	8
""	An exercise book for women, seasoned with the film star's philosophy of physical		
""	well-being.		
""			
2	A LIGHT IN THE ATTIC, by Shel Silverstein. (Harper & Row, $10.95.) Humor in	3	19
""	cartoons and verse.		
""			
3	A FEW MINUTES WITH ANDY ROONEY, by Andrew A. Rooney. (Atheneum,	1	14
""	$12.95.) Reflections on contemporary life by the journalist and television		
""	commentator.		
""			
4	WITNESS TO POWER, by John Ehrlichman. (Simon & Schuster, $17.50.) The	4	5
""	gossipy memoirs of one of President Nixon's chief advisers.		
""			
5	AT DAWN WE SLEPT, by Gordon W. Prange. (McGraw-Hill, $22.95.) A fresh	6	8
""	account of the events culminating in the Japanese attack on Pearl Harbor.		
""			
6	WHEN BAD THINGS HAPPEN TO GOOD PEOPLE, by Harold S. Kushner.	10	5
""	(Schocken, $10.95.) Comforting thoughts from a Massachusetts rabbi.		
""			
7	THE WALK WEST: A Walk Across America 2, by Peter and Barbara Jenkins.	8	12
""	(Morrow, $14.95.) A newlywed couple's adventures on a trek from Louisiana to		
""	Oregon.		
""			
8	THE LORD GOD MADE THEM ALL, by James Herriot. (St. Martin's, $13.95.) The	5	45
""	further adventures of the Yorkshire vet at home and behind the Iron Curtain.		
""			
9	WEIGHT WATCHERS 365-DAY MENU COOKBOOK. (New American Library,	9	3
""	$14.95.) A new compendium of more than 500 recipes.		
""			
10	PATHFINDERS, by Gail Sheehy. (Morrow, $15.95.) How ordinary people cope	7	19
""	with the normal crises of life.		
""			
11	LAID BACK IN WASHINGTON, by Art Buchwald. (Putnam's, $12.95.) The	14	12
""	columnist has his funny say on politics, sex and life in general.		
""			
12	COSMOS, by Carl Sagan. (Random House, $22.95.) Thirteen billion years of the	11	70
""	universe's evolution explained by the NASA medal-winning space scientist.		
""			
13	HOW TO MAKE LOVE TO A MAN, by Alexandra Penney. (Clarkson N. Potter,	12	27
""	$10.) How-to.		
""			
14	THE I LOVE NEW YORK DIET, by Bess Myerson and Bill Adler. (Morrow,	--	2
""	$11.50.) A seven-day plan.		
""			
15	THE CINDERELLA COMPLEX, by Colette Dowling. (Summit Books, $12.95.)	--	25
""	From her own experience, a writer argues that women have a hidden fear of		
