This	March 12, 1978	Last	Weeks
Week	Fiction	Week	On List
""			
1	BLOODLINE, by Sidney Sheldon. (Morrow, $9.95.) Love and high financial	3	5
""	intrigue on three continents.		
""			
2	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	1	25
""	in pre-Hobbit days.		
""			
3	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	2	43
""	family saga.		
""			
4	THE HONORABLE SCHOOLBOY, by John le Carré. (Knopf, $10.) Espionage in	5	23
""	Hong Kong.		
""			
5	THE BLACK MARBLE, by Joseph Wambaugh. (Delacorte, $9.95.) Cops and	4	11
""	dogknappers in Southern California.		
""			
6	THE WOMEN'S ROOM, by Marilyn French. (Summit Books, $10.95.) Woman's	7	14
""	rough road to liberation.		
""			
7	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	6	39
""	barnstorms Middle America.		
""			
8	DREAMS DIE FIRST, by Harold Robbins. (Simon & Schuster, $9.95.) Hustler-type	9	20
""	girlie magazine publisher.		
""			
9	BEGGARMAN, THIEF, by Irwin Shaw. (Delacorte, $9.95.) The next generation of	10	21
""	Jordaches takes over.		
""			
10	RACHEL, THE RABBI'S WIFE, by Sylvia Tenenbaum. (Morrow, $9.95.) Keeping	11	3
""	the faith in suburbia.		
""			
11	SCRUPLES, by Judith Krantz. (Crown, $10.) Woman's rise in the fashion world.	--	1
""			
12	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	--	31
""	erotica written for a wealthy patron.		
""			
13	THE IMMIGRANTS, by Howard Fast. (Houghton Mifflin, $6.95.) Ambition and love	8	22
""	in turn-of-the-century San Francisco.		
""			
14	DYNASTY, by Robert S. Elegant. (McGraw-Hill, $10.95.) Saga of a Eurasian	12	29
""	family in Hong Kong over three generations.		
""			
15	THE BOOK OF MERLYN, by Terence H. White. (University of Texas Press,	14	23
""	"$9.95.) Missing book of ""The Once and Future King."""		
This	March 12, 1978	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	1	16
""	For fun and health.		
""			
2	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	2	28
""	$10.) More adventures of a Yorkshire vet.		
""			
3	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	5	15
""	$14.95.) Everything you wanted to know about the little people.		
""			
4	THE SECOND RING OF POWER, by Carlos Castaneda. (Simon & Schuster,	4	13
""	$9.95.) Sorceress tests Castaneda.		
""			
5	THE AMITYVILLE HORROR, by Jay Anson. (Prentice-Hall, $7.95.) Haunted	3	19
""	house in suburbia.		
""			
6	MY MOTHER/MY SELF, by Nancy Friday. (Delacorte, $9.95.) A study of the	6	6
""	mother and daughter relationship.		
""			
7	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	7	36
""	to get yours.		
""			
8	COMING INTO THE COUNTRY, by John McPhee. (Farrar, Straus & Giroux,	8	8
""	$10.95.) The last of the big country - Alaska.		
""			
9	THE WOMAN'S DRESS FOR SUCCESS BOOK, by John Malloy. (Follett, $9.95.)	9	13
""	Female guide to tasteful apparel.		
""			
10	DESIGNING YOUR FACE, by Way Bandy. (Random House, $8.95.) How to use	12	12
""	cosmetics.		
""			
11	THE ENDS OF POWER, by H.R. Halderman with Joseph DiMona. (Times Books,	--	1
""	$12.95.) Watergate, etc. by the former Presidential aide.		
""			
12	ARNOLD: The Education of a Body Builder, by Arnold Schwarzenegger and	13	6
""	Douglas Kent Hall. (Simon & Schuster, $9.95.) Tips from the superstar of		
""	"""Pumping Iron."""		
""			
13	ON PHOTOGRAPHY, by Susan Sontag. (Farrar, Straus & Giroux, $7.95.) Six	11	2
""	critical essays on the medium.		
""			
14	INNER SKIING, by W. Timothy Gallwey and Robert Kriegel. (Random House,	10	7
""	$8.95.) Improving your mental attitude.		
""			
15	THE COUNTRY DIARY OF AN EDWARDIAN LADY, by Edith Holden. (Holt,	14	18
""	$14.95.) Record kept y a nature-lover and illustrator.		
