This	April 3, 1977	Last	Weeks
Week	Fiction	Week	On List
""			
1	TRINITY, by Leon Uris. (Doubleday, $10.95.) One family's meander through a	1	54
""	century of modern Irish history.		
""			
2	OLIVER'S STORY, by Erich Segal. (Harper & Row, $7.95.) Tearless but well-	4	4
""	"meaning sequel to ""Love Story."""		
""			
3	THE CRASH OF '79, by Paul E. Erdman. (Simon & Schuster, $8.95.) Sheiks, oil,	2	16
""	International intrigue and skullduggery.		
""			
4	RAISE THE TITANIC!, by Clive Cussler. (Viking, $8.95.) Thriller about doing just	3	17
""	that.		
""			
5	FALCONER, by John Cheever. (Knopf, $7.95.) Stunning prison novel of escape	--	1
""	and redemption.		
""			
6	HOW TO SAVE YOUR OWN LIFE, by Erica Jong. (Holt, Rinehart & Watson,	--	1
""	$8.95.) Isadora again.		
""			
7	THE VALHALLA EXCHANGE, by Harry Patterson. (Stein & Day, $8.95.) More	--	2
""	Nazis pitted against heroic Allied stereotypes.		
""			
8	VOYAGE, by Sterling Hayden. (Putnam's, $12.95.) Good old proletarian-novel	7	9
""	sentiments grafted on to a ripping sea tale.		
""			
9	THE USERS, by Joyce Haber. (Delacorte, $8.95.) Gossipy Hollywood keyholer	5	14
""	and with real life and guess-who characters.		
""			
10	THE CHANCELLOR MANUSCRIPT, by Robert Ludlum. (Dial, $10.) Topical	10	2
""	thriller.		
This	April 3, 1977	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ROOTS, by Alex Haley. (Doubleday, $12.50.) One man's family and an important	1	26
""	document of Black History.		
""			
2	YOUR ERRONEOUS ZONES, by Dr. Wayne W. Dyer. (Funk & Wagnalls, $6.95.)	2	32
""	Breezy self-help pep talk.		
""			
3	PASSAGES, by Gail Sheehy. (Dutton, $9.95.) Help for adults undergoing	3	41
""	developmental crises.		
""			
4	THE GAMESMAN, by Michael Maccoby. (Simon & Schuster, $8.95.) Innovative	4	5
""	study of the new corporate man, to whom winning is the only thing.		
""			
5	CHANGING, by Liv Ullmann. (Knopf, $8.95.) The film star on life, Bergman and,	5	6
""	sketchily, her art.		
""			
6	THE GRASS IS ALWAYS GREENER OVER THE SEPTIC TANK, by Erma	7	24
""	Bombeck. (McGraw-Hill, $6.95.) Suburban humor by the columnist.		
""			
7	THE HITE REPORT, by Shere Hite. (Macmillian, $12.50.) Groundbreaking	6	19
""	interviews with women on sex.		
""			
8	HAYWIRE, by Brooke Hayward. (Knopf, $10.) Moving memoirs of a Hollywood	10	2
""	childhood.		
""			
9	BLIND AMBITION, by John W. Dean III. (Simon & Schuster, $11.95.) Surprisingly	8	22
""	"informative, lively ""inside Watergate"" memoirs."		
""			
10	BUBBLES: A Self-Portrait, by Beverly Sills. (Bobbs-Merrill, $12.50.) Champagne	--	5
""	and seltzer reminiscences of the Opera Star.		
