This	June 11, 1972	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE WINDS OF WAR, by Herman Wouk.	2	29
""			
2	THE WORD, by Irving Wallace.	1	12
""			
3	CAPTAINS AND THE KINGS, by Taylor Caldwell.	3	7
""			
4	JONATHAN LIVINGSTON SEAGULL, by Richard Bach.	4	6
""			
5	MY NAME IS ASHER LEV, by Chaim Potok.	5	5
""			
6	THE TERMINAL MAN, by Michael Crichton.	7	4
""			
7	THE EXORCIST, by William Peter Blatty.	6	52
""			
8	A PORTION FOR FOXES, by Jane McIlvaine McClary.	--	1
""			
9	THE BLUE KNIGHT, by Joseph Wambaugh.	10	13
""			
10	THE FRIENDS OF EDDIE COYLE, by George V. Higgins.	9	11
This	June 11, 1972	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE BOYS OF SUMMER, by Roger Kahn.	1	8
""			
2	THE GAME OF THE FOXES, by Ladislas Farago.	3	19
""			
3	I'M O.K.- YOU'RE O.K., by Thomas Harris.	2	8
""			
4	OPEN MARRIAGE, by Nena and George O'Neill.	5	12
""			
5	REPORT FROM ENGINE CO. 82, by Dennis Smith.	4	8
""			
6	ELEANOR AND FRANKLIN, by Joseph P. Lash.	7	33
""			
7	OH JERUSALEM!, by Larry Collins and Dominique Lapierre.	--	1
""			
8	BRING ME A UNICORN, by Anne Morrow Lindbergh.	6	10
""			
9	THE TRUTH ABOUT WEIGHT CONTROL, by Dr. Neil Solomon with Sally	--	1
""	Sheppard.		
""			
10	THE SAVAGE GOD, by A. Alvarez.	--	1
