This	February 25, 1979	Last	Weeks
Week	Fiction	Week	On List
""			
1	OVERLOAD, by Arthur Hailey. (Doubleday, $10.95.) A public utility encounters a	3	5
""	crisis.		
""			
2	CHESAPEAKE, by James A. Michener. (Random House, $12.95.) Four centuries	2	26
""	of Maryland's Eastern Shore.		
""			
3	WAR AND REMEMBRANCE, by Herman Wouk. (Little, Brown, $15.) The Henry	1	19
""	"family of ""The Winds of War"" during World War II."		
""			
4	THE COUP, by John Updike. (Knopf, $8.95.) A comedy of incongruities set in	6	8
""	modern Africa.		
""			
5	THE STORIES OF JOHN CHEEVER, by John Cheever. (Knopf, $15.) Visions of	4	10
""	lost moral order amid contemporary domestic disarray.		
""			
6	SECOND GENERATION, by Howard Fast. (Houghton Mifflin, $10.95.) The	5	21
""	"children of ""The immigrants"" on the eve of World War II."		
""			
7	THE SIXTH COMMANDMENT, by Lawrence Sanders. (Putnam's, $10.95.)	7	5
""	Suspicious practices of a doctor-researcher.		
""			
8	FOOLS DIE, by Mario Puzo. (Putnam's, $12.50.) Hollywood tycoons and literary	8	21
""	celebrities gamble with fate.		
""			
9	THE FAR PAVILIONS, by M.M. Kaye. (St. Martin's, $12.95.) Love and war in the	10	21
""	high Himalayas.		
""			
10	BRIGHT FLOWS THE RIVER, by Taylor Caldwell. (Doubleday, $10.95.) The	11	16
""	angsts of a man confined to a sanitarium.		
""			
11	PROTEUS, by Morris West. (Morrow, $9.95.) One man holds the world at bay.	--	1
""			
12	DRESS GRAY, by Lucian K. Truscott IV. (Doubleday, $10.95.) Scandal and cover-	--	1
""	up at West Point.		
""			
13	EVERGREEN, by Belva Plain. (Delacorte, $10.) Jewish immigrant woman's rise	9	29
""	from Lower East Side poverty.		
""			
14	THE PRAISE SINGER, by Mary Renault. (Pantheon, $8.95.) The life and times of	--	5
""	an ancient Greek lyric poet.		
""			
15	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $6.95.) Messiah	12	82
""	barnstorms Middle America.		
This	February 25, 1979	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LAUREN BACALL BY MYSELF, by Lauren Bacall. (Knopf, $10.95.) Memories of	1	4
""	life with and without Bogart.		
""			
2	MOMMIE DEAREST, by Christina Crawford. (Morrow, $9.95.) Life with Joan	2	15
""	Crawford.		
""			
3	A DISTANT MIRROR, by Barbara W. Tuchman. (Knopf, $15.95.) The calamitous	3	21
""	14th century.		
""			
4	THE COMPLETE SCARSDALE MEDICAL DIET, by Herman Tarnower, M.D. and	6	4
""	Samm Sinclair Baker. (Rawson, Wade, $7.95.) A plan to lose up to 20 pounds in		
""	14 days.		
""			
5	AMERICAN CAESAR, by William Manchester. (Little, Brown, $15.) The life of	4	21
""	Douglas MacArthur.		
""			
6	LINDA GOODMAN'S LOVE SIGNS, by Linda Goodman. (Harper & Row, $12.95.)	5	5
""	Astrological guide.		
""			
7	IN SEARCH OF HISTORY, by Theodore H. White. (Harper & Row, $12.95.) A	7	21
""	journalist's memoirs.		
""			
8	IF LIFE IS A BOWL OF CHERRIES -- WHAT AM I DOING IN THE PITS?  by	10	40
""	Erma Bombeck. (McGraw-Hill, $7.95.) More domestic drolleries.		
""			
9	TUTANKHAMUN: The Untold Story, by Thomas Hoving. (Simon & Schuster,	9	10
""	$12.95.) Howard Carter's relations with the Metropolitan Museum.		
""			
10	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	11	60
""	For fun and health.		
""			
11	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	8	58
""	$17.50.) All about the little people.		
""			
12	NURSE, by Peggy Anderson. (St. Martin's Press, $10.95.) The personal and	14	6
""	professional life of a nurse in a metropolitan hospital.		
""			
13	FAERIES, described and illustrated by Brian Froud and Alan Lee. (Harry N.	13	15
""	Abrams, $14.95.) Life in a world of magic.		
""			
14	NEW PROFITS FROM THE MONETARY CRISIS, by Harry Browne. (Morrow,	--	2
""	$12.95.) Alarms for the 80's.		
""			
15	JACKIE OH! by Kitty Kelley. (Holt, $14.95.) A gossipy biography of Jacqueline	--	13
""	Kennedy Onassis.		
