This	July 23, 1972	Last	Weeks
Week	Fiction	Week	On List
""			
1	JONATHAN LIVINGSTON SEAGULL, by Richard Bach.	1	12
""			
2	THE WORD, by Irving Wallace.	3	18
""			
3	THE WINDS OF WAR, by Herman Wouk.	2	35
""			
4	CAPTAINS AND THE KINGS, by Taylor Caldwell.	4	13
""			
5	MY NAME IS ASHER LEV, by Chaim Potok.	5	11
""			
6	THE TERMINAL MAN, by Michael Crichton.	6	10
""			
7	A PORTION FOR FOXES, by Jane McIlvaine McClary.	7	7
""			
8	DARK HORSE, by Fletcher Knebel.	9	2
""			
9	THE LEVANTER, by Eric Ambler.	--	1
""			
10	A HAPPY DEATH, by Albert Camus.	--	2
This	July 23, 1972	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	O JERUSALEM!, by Larry Collins and Dominique Lapierre.	2	7
""			
2	I'M O.K.- YOU'RE O.K., by Thomas Harris.	1	14
""			
3	THE BOYS OF SUMMER, by Roger Kahn.	3	14
""			
4	THE SUPER LAWYERS, by Joseph C. Goulden.	4	6
""			
5	OPEN MARRIAGE, by Nena and George O'Neill.	5	18
""			
6	THE GAME OF THE FOXES, by Ladislas Farago.	6	25
""			
7	GEORGE S. KAUFMAN, by Howard Teichmann.	8	2
""			
8	ELEANOR AND FRANKLIN, by Joseph P. Lash.	10	39
""			
9	THE COMING OF AGE, by Simone de Beauvoir.	--	2
""			
10	REPORT FROM ENGINE CO. 82, by Dennis Smith.	7	14
