This	May 10, 1970	Last	Weeks
Week	Fiction	Week	On List
""			
1	LOVE STORY, by Erich Segal. (Harper and Row.)	2	11
""			
""	THE FRENCH LIEUTENANT'S WOMAN, by John Fowles. (Little, Brown and		
2		1	24
""	Company.)		
""			
3	DELIVERANCE, by James Dickey. (Houghton Mifflin Company.)	3	5
""			
4	TRAVELS WITH MY AUNT, by Graham Greene. (Viking Press.)	5	15
""			
5	LOSING BATTLES, by Eudura Welty. (Random House.)	--	1
""			
6	THE GODFATHER, by Mario Puzo. (G. P. Putnam's Sons.)	4	59
""			
""	THE GANG THAT COULDN'T SHOOT STRAIGHT, by Jimmy Breslin. (Viking		
7		7	17
""	Books.)		
""			
8	GREAT LION OF GOD, by Taylor Caldwell. (Doubleday and Company, Inc.)	9	2
""			
9	LOCAL ANESTHETIC, by Gunter Grass. (Houghton Mifflin Harcourt.)	--	1
""			
10	MR. SAMMLERS PLANET, by Saul Bellow. (Viking Press.)	6	12
This	May 10, 1970	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	UP THE ORGANIZATION, by Robert Townsend. (Alfred A. Knopf.)	1	6
""			
""	EVERYTHING YOU ALWAYS WANTED TO KNOW ABOUT SEX, by Dr. David		
2		2	16
""	Reuben. (David McKay and Company.)		
""			
3	THE NEW ENGLISH BIBLE. (Oxford University Press.)	3	6
""			
4	MARY QUEEN OF SCOTS, by Antonia Fraser. (Delacorte Press.)	4	22
""			
5	"THE SENSUOUS WOMAN. by ""J"" (Lyle Stuart, Inc.)"	9	3
""			
6	LOVE AND WILL, by Rollo May. (W.W. Norton & Company Inc.)	5	12
""			
7	I KNOW WHY THE CAGED BIRD SINGS, by Maya Angelou. (Random House.)	8	3
""			
""	THE SELLING OF THE PRESIDENT 1968, by Joe McGinniss. (Trident		
8		6	29
""	Press/Simon and Schuster.)		
""			
""	THE AMERICAN HERITAGE DICTIONARY OF THE ENGLISH LANGUAGE.		
9		--	29
""	(American Heritage Publishing Co.)		
""			
10	HARD TIMES, by Studs Terkel. (Random House.)	--	1
