This	September 11, 1977	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	1	17
""	family saga.		
""			
2	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	3	13
""	barnstorms Middle America.		
""			
3	THE CRASH OF '79, by Paul E. Erdman. (Simon & Schuster, $8.95.) Sheiks, oil,	2	39
""	International intrigue and skullduggery.		
""			
4	FULL DISCLOSURE, by William Safire. (Doubleday, $10.95.) President goes	5	8
""	blind; White House intrigue.		
""			
5	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	4	6
""	erotica written for a wealthy patron.		
""			
6	COMA, by Robin Cook. (Little, Brown, $8.95.) Manchurian horror at the Boston	--	2
""	Memorial Hospital.		
""			
7	DYNASTY, by Robert S. Elegant. (McGraw-Hill, $10.95.) Saga of a Eurasian	7	4
""	family in Hong Kong over three generations.		
""			
8	OLIVER'S STORY, by Erich Segal. (Harper & Row, $7.95.) Tearless but well-	6	27
""	"meaning sequel to ""Love Story."""		
""			
9	CONDOMINIUM, by John D. MacDonald. (J.B. Lippincott, $10.) Disaster hits	8	21
""	Leisure Village.		
""			
10	THE RICH ARE DIFFERENT, by Susan Howatch. (Simon & Schuster, $11.50.)	--	3
""	They have more money.		
""			
11	THE CHANCELLOR MANUSCRIPT, by Robert Ludlum. (Dial, $10.) Topical	--	22
""	thriller.		
""			
12	TRINITY, by Leon Uris. (Doubleday, $10.95.) One family's meander through a	10	77
""	century of modern Irish history.		
""			
13	FALCONER, by John Cheever. (Knopf, $7.95.) Stunning prison novel of escape	--	23
""	and redemption.		
""			
14	THE DARK LADY, by Louis Auchincloss. (Houghton Mifflin, $8.95.) Isadora's back	--	1
""	and Hollywood's got her.		
""			
15	HOW TO SAVE YOUR OWN LIFE, by Erica Jong. (Holt, Rinehart & Watson,	--	15
""	$8.95.) Isadora again.		
This	September 11, 1977	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	8	2
""	$10.) More adventures of a Yorkshire vet.		
""			
2	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	4	10
""	to get yours.		
""			
3	THE BOOK OF LISTS, by David Wallechhinsky, Irving Wallace and Amy Wallace.	1	13
""	(Morrow, $10.95.) Facts that entertain.		
""			
4	THE DRAGONS OF EDEN, by Carl Sagan. (Random House, $8.95.) How human	3	13
""	intelligence evolved: a scientist's speculation.		
""			
5	YOUR ERRONEOUS ZONES, by Dr. Wayne W. Dyer. (Funk & Wagnalls, $6.95.)	2	55
""	Breezy self-help pep talk.		
""			
6	THE CAMERA NEVER BLINKS, by Dan Rather with Mickey Herskowitz. (Morrow,	5	7
""	$10.) TV newsman's story.		
""			
7	IT DIDN'T START WITH WATERGATE, by Victor Lasky. (Dial, $10.) The	7	14
""	Democrats did it too.		
""			
8	THE GRASS IS ALWAYS GREENER OVER THE SEPTIC TANK, by Erma	--	46
""	Bombeck. (McGraw-Hill, $6.95.) Suburban humor by the columnist.		
""			
9	VIVIEN LEIGH, by Anne Edwards. (Simon & Schuster, $9.95.) A tragic heroine,	6	8
""	born to please.		
""			
10	THE PATH BETWEEN THE SEAS, by David McCullough. (Simon & Schuster,	10	5
""	$14.95.) The Panama Canal Story.		
""			
11	THE POSSIBLE DREAM, by Charles Paul Conn. (Revell, $6.95.) Story of the	--	1
""	Amway Corporation.		
""			
12	FISHBAIT: The Memoirs of the Congressional Doorkeeper, by William Miller, as	--	9
""	told to Frances Spatz Leighton. (Prentice-Hall, $12.50.) Capitol Hill tell-all.		
""			
13	HOW TO TAKE CHARGE OF YOUR LIFE, by Milfred Newman and Bernard	--	1
""	Berkowitz. (Harcourt Brace Jovanovich, $5.95.) Advice for the failure-prone.		
""			
14	CHANGING, by Liv Ullmann. (Knopf, $8.95.) The film star on life, Bergman and,	--	17
""	sketchily, her art.		
""			
15	ROOTS, by Alex Haley. (Doubleday, $12.50.) One man's family and an important	--	44
""	document of Black History.		
