This	December 11, 1977	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	1	12
""	in pre-Hobbit days.		
""			
2	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	2	30
""	family saga.		
""			
3	THE HONOURABLE SCHOOLBOY, by John le Carré. (Knopf, $10.) Espionage in	3	10
""	Hong Kong.		
""			
4	BEGGARMAN, THIEF, by Irwin Shaw. (Delacorte, $9.95.) The next generation of	5	8
""	Jordaches takes over.		
""			
5	DANIEL MARTIN, by John Fowles. (Little, Brown, $12.95.) English screenwriter	4	12
""	reviews his life.		
""			
6	DREAMS DIE FIRST, by Harold Robbins. (Simon & Schuster, $9.95.) Hustler-type	6	7
""	girlie magazine publisher.		
""			
7	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	7	26
""	barnstorms Middle America.		
""			
8	THE IMMIGRANTS, by Howard Fast. (Houghton Mifflin, $6.95.) Ambition and love	8	9
""	in turn-of-the-century San Francisco.		
""			
9	DYNASTY, by Robert S. Elegant. (McGraw-Hill, $10.95.) Saga of a Eurasian	12	17
""	family in Hong Kong over three generations.		
""			
10	THE WOMEN'S ROOM, by Marilyn French. (Summit Books, $10.95.) Woman's	13	2
""	rough road to liberation.		
""			
11	THE BOOK OF MERLYN, by Terence H. White. (University of Texas Press,	9	10
""	"$9.95.) Missing book of ""The Once and Future King."""		
""			
12	THE SECOND DEADLY SIN, by Lawrence Sanders. (Putnam's, $9.95.) Cop	10	13
""	tracks down a painter's murderer.		
""			
13	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	11	19
""	erotica written for a wealthy patron.		
""			
14	TRUE CONFESSIONS, by John Gregory Dunne. (E.P. Dutton, $9.95.)	15	2
""	Contemporary hardboiled detective thriller.		
""			
15	THE INVESTIGATION, by Dorothy Uhnak. (Simon & Schuster, $9.95.) Woman	14	13
""	accused of murdering her children.		
This	December 11, 1977	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	1	15
""	$10.) More adventures of a Yorkshire vet.		
""			
2	THE BOOK OF LISTS, by David Wallechhinsky, Irving Wallace and Amy Wallace.	2	26
""	(Morrow, $10.95.) Facts that entertain.		
""			
3	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	5	3
""	For fun and health.		
""			
4	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	3	23
""	to get yours.		
""			
5	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	4	3
""	$14.95.) Everything you wanted to know about the little people.		
""			
6	THE DRAGONS OF EDEN, by Carl Sagan. (Random House, $8.95.) How human	9	26
""	intelligence evolved: a scientist's speculation.		
""			
7	THE AMITYVILLE HORROR, by Jay Anson. (Prentice-Hall, $7.95.) Haunted	6	6
""	house in suburbia.		
""			
8	THE COUNTRY DIARY OF AN EDWARDIAN LADY, by Edith Holden. (Holt,	11	5
""	$14.95.) Record kept by a nature lover and illustrator.		
""			
9	SIX MEN, by Allistair Cooke. (Knopf, $8.95.) Profiles of public men he knew.	7	9
""			
10	THE WOMAN'S DRESS FOR SUCCESS BOOK, by John Malloy. (Follett, $9.95.)	10	4
""	Female guide to tasteful apparel.		
""			
11	LIFE IS A BANQUET, by Rosalind Russell, with Chris Chase . (Random House,	12	2
""	$10.) Memoirs of the late actress,		
""			
12	DESIGNING YOUR FACE, by Way Bandy. (Random House, $8.95.) How to use	8	2
""	cosmetics.		
""			
13	ORIGINS, by Richard E. Leakey and Roger Lewin. (Dutton, $17.95.) Early	14	2
""	mankind - the scientific view.		
""			
14	ESSAYS OF E.B. WHITE, by E.B. White. (Harper & Row, $12.50.) Observations	13	8
""	on things large and small.		
""			
15	THE CAMERA NEVER BLINKS, by Dan Rather with Mickey Herskowitz. (Morrow,	15	20
""	$10.) TV newsman's story.		
