This	April 18, 1971	Last	Weeks
Week	Fiction	Week	On List
""			
1	QB VII, by Leon Uris. (Doubleday & Company, Inc.)	1	20
""			
2	THE PASSIONS OF THE MIND, by Irving Stone. (Doubleday and Company.)	2	4
""			
3	THE NEW CENTURIONS, by Joseph Wambaugh. (Little, Brown and Company.)	3	9
""			
4	THE UNDERGROUND MAN, by Ross Macdonald. (Random House.)	5	6
""			
5	THE THRONE OF SATURN, by Allen Drury. (Doubleday.)	4	7
""			
6	PASSENGER TO FRANKFURT, by Agatha Christie. (Dodd, Mead and Company.)	8	20
""			
7	RICH MAN, POOR MAN, by Irwin Shaw. (Delacorte Press.)	6	28
""			
8	THE ANTAGONISTS, by Ernest K. Gann. (Simon and Schuster.)	9	7
""			
9	LOVE STORY, by Erich Segal. (Harper and Row.)	7	60
""			
10	SUMMER OF '42, by Herman Raucher. (G. P. Putnam's Sons.)	10	2
This	April 18, 1971	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE GREENING OF AMERICA, by Charles Reich. (Random House.)	1	21
""			
2	"THE SENSUOUS MAN, by ""M"" (Lyle Stuart, Inc.)"	3	7
""			
3	FUTURE SHOCK, by Alvin Toffler. (Random House, Inc.)	2	27
""			
""	STILWELL AND THE AMERICAN EXPERIENCE IN CHINA,  1911-1945, by		
4		4	8
""	Barbara Wertheim Tuchman. (MacMillan Publishing Company.)		
""			
""	BURY MY HEART AT WOUNDED KNEE, by Dee Brown. (Holt, Rinehart and		
5		6	6
""	Winston.)		
""			
6	CIVILISATION, by Kenneth Clark. (Harper and Row.)	5	26
""			
7	BOSS, by Mike Royko. (Dutton Books and Co., Inc.)	7	3
""			
8	THE GRANDEES, by Stephen Birmingham. (Harper and Row.)	--	1
""			
9	KHRUSHCHEV REMEMBERS, by Nikita Khrushchev. (Little, Brown.)	9	15
""			
10	LISTENING TO AMERICA, by Bill Moyers. ( Harper and Row.)	--	1
