This	April 8, 1979	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE MATARESE CIRCLE, by Robert Ludlum. (Richard Marek, $12.50.) The top	5	3
""	American and Soviet agents save Western civilization.		
""			
2	OVERLOAD, by Arthur Hailey. (Doubleday, $10.95.) A public utility encounters a	3	11
""	crisis.		
""			
3	WAR AND REMEMBRANCE, by Herman Wouk. (Little, Brown, $15.) The Henry	1	25
""	"family of ""The Winds of War"" during World War II."		
""			
4	CHESAPEAKE, by James A. Michener. (Random House, $12.95.) Four centuries	2	32
""	of Maryland's Eastern Shore.		
""			
5	GOOD AS GOLD, by Joseph Heller. (Simon & Schuster, $12.95.) The ambitions	6	3
""	and agonies of some American Jews.		
""			
6	SS-GB, by Len Deighton. (Knopf, $9.95.) Nazi-occupied Britain in 1941.	4	3
""			
7	HANTA YO, by Ruth Beebe Hill. (Doubleday, $14.95.) Multigenerational saga of	7	6
""	American Indian culture.		
""			
8	DUBIN'S LIVES, by Bernard Malamud. (Farrar, Straus & Giroux, $10.) Midlife	8	3
""	discontent and temptation overtake a writer.		
""			
9	DRESS GRAY, by Lucian K. Truscott IV. (Doubleday, $10.95.) Scandal and cover-	9	7
""	up at West Point.		
""			
10	THE STORIES OF JOHN CHEEVER, by John Cheever. (Knopf, $15.) Visions of	10	16
""	lost moral order amid contemporary domestic disarray.		
""			
11	EVERGREEN, by Belva Plain. (Delacorte, $10.) Jewish immigrant woman's rise	12	35
""	from Lower East Side poverty.		
""			
12	MANHATTAN, by Neal Travis. (Crown, $10.) Life on a New York magazine.	11	2
""			
13	PROTEUS, by Morris West. (Morrow, $9.95.) One man holds the world at bay.	14	7
""			
14	THE COUP, by John Updike. (Knopf, $8.95.) A comedy of incongruities set in	13	14
""	modern Africa.		
""			
15	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $6.95.) Messiah	--	85
""	barnstorms Middle America.		
This	April 8, 1979	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE COMPLETE SCARSDALE MEDICAL DIET, by Herman Tarnower, M.D. and	1	10
""	Samm Sinclair Baker. (Rawson, Wade, $7.95.) A plan to lose up to 20 pounds in		
""	14 days.		
""			
2	LAUREN BACALL BY MYSELF, by Lauren Bacall. (Knopf, $10.95.) Memories of	2	10
""	life with and without Bogart.		
""			
3	SOPHIA, LIVING AND LOVING, by A.E. Hotchner. (Morrow, $9.95.) Sophia Loren	3	3
""	tells her life story.		
""			
4	HOW TO PROSPER DURING THE COMING BAD YEARS, by Howard J. Ruff.	5	6
""	(Times Books, $8.95.) Personal investment guide.		
""			
5	MOMMIE DEAREST, by Christina Crawford. (Morrow, $9.95.) Life with Joan	4	21
""	Crawford.		
""			
6	A DISTANT MIRROR, by Barbara W. Tuchman. (Knopf, $15.95.) The calamitous	6	27
""	14th century.		
""			
7	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	11	66
""	For fun and health.		
""			
8	NURSE, by Peggy Anderson. (St. Martin's Press, $10.95.) The personal and	10	12
""	professional life of a nurse in a metropolitan hospital.		
""			
9	LINDA GOODMAN'S LOVE SIGNS, by Linda Goodman. (Harper & Row, $12.95.)	7	11
""	Astrological guide.		
""			
10	AMERICAN CAESAR, by William Manchester. (Little, Brown, $15.) The life of	8	27
""	Douglas MacArthur.		
""			
11	A WALK ACROSS AMERICA, by Peter Jenkins. (Morrow, $12.95.) A youth of the	12	3
""	counterculture discovers his native land and himself.		
""			
12	IN SEARCH OF HISTORY, by Theodore H. White. (Harper & Row, $12.95.) A	9	27
""	journalist's memoirs.		
""			
13	THE CULTURE OF NARCISSISM, by Christopher Lasch. (Norton, $11.95.)	14	3
""	Civilized hellfire sermon on the decay permeating American life.		
""			
14	IF LIFE IS A BOWL OF CHERRIES -- WHAT AM I DOING IN THE PITS?  by	13	46
""	Erma Bombeck. (McGraw-Hill, $7.95.) More domestic drolleries.		
""			
15	HOW TO GET WHATEVER YOU WANT OUT OF LIFE, by Dr. Joyce Brothers.	--	1
""	(Simon & Schuster, $8.95.) Advice on how to succeed in life by a well-known		
""	psychologist.		
