This	April 9, 1978	Last	Weeks
Week	Fiction	Week	On List
""			
1	BLOODLINE, by Sidney Sheldon. (Morrow, $9.95.) Love and high financial	1	9
""	intrigue on three continents.		
""			
2	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	3	29
""	in pre-Hobbit days.		
""			
3	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	2	47
""	family saga.		
""			
4	SCRUPLES, by Judith Krantz. (Crown, $10.) Woman's rise in the fashion world.	4	5
""			
5	THE HUMAN FACTOR, by Graham Greene. (Simon & Schuster, $9.95.) Spy	6	3
""	novel with the Greene touch.		
""			
6	WHISTLE, by James Jones. (Delacorte, $10.95.) Final Volume of Jones's World	5	2
""	War II trilogy; honest and moving.		
""			
7	THE PLAGUE DOGS, by Richard Adams. (Knopf, $10.95.) Cops and	10	2
""	dogknappers in Southern California.		
""			
8	THE HOLCROFT COVENANT, by Robert Ludlum. (Putnam's/Richard Marek,	--	1
""	$10.95.) Nazi scheme to found a Fourth Reich.		
""			
9	THE WOMEN'S ROOM, by Marilyn French. (Summit Books, $10.95.) Woman's	7	18
""	rough road to liberation.		
""			
10	THE HONORABLE SCHOOLBOY, by John le Carré. (Knopf, $10.) Espionage in	8	27
""	Hong Kong.		
""			
11	THE BLACK MARBLE, by Joseph Wambaugh. (Delacorte, $9.95.) Cops and	11	15
""	dogknappers in Southern California.		
""			
12	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	9	43
""	barnstorms Middle America.		
""			
13	RACHEL, THE RABBI'S WIFE, by Sylvia Tenenbaum. (Morrow, $9.95.) Keeping	12	7
""	the faith in suburbia.		
""			
14	A STRANGER IS WATCHING, by Mary Higgins Clark. (Simon & Schuster, $8.95.)	--	2
""	Random killer at large in the city.		
""			
15	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	15	35
""	erotica written for a wealthy patron.		
This	April 9, 1978	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	1	20
""	For fun and health.		
""			
2	THE ENDS OF POWER, by H.R. Halderman with Joseph DiMona. (Times Books,	2	5
""	$12.95.) Watergate, etc. by the former Presidential aide.		
""			
3	MY MOTHER/MY SELF, by Nancy Friday. (Delacorte, $9.95.) A study of the	3	10
""	mother and daughter relationship.		
""			
4	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	5	19
""	$14.95.) Everything you wanted to know about the little people.		
""			
5	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	4	32
""	$10.) More adventures of a Yorkshire vet.		
""			
6	THE AMITYVILLE HORROR, by Jay Anson. (Prentice-Hall, $7.95.) Haunted	6	23
""	house in suburbia.		
""			
7	THE SECOND RING OF POWER, by Carlos Castaneda. (Simon & Schuster,	8	17
""	$9.95.) Sorceress tests Castaneda.		
""			
8	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	9	40
""	to get yours.		
""			
9	COMING INTO THE COUNTRY, by John McPhee. (Farrar, Straus & Giroux,	10	12
""	$10.95.) The last of the big country - Alaska.		
""			
10	DESIGNING YOUR FACE, by Way Bandy. (Random House, $8.95.) How to use	11	16
""	cosmetics.		
""			
11	THE WOMAN'S DRESS FOR SUCCESS BOOK, by John Malloy. (Follett, $9.95.)	7	17
""	Female guide to tasteful apparel.		
""			
12	ARNOLD: The Education of a Body Builder, by Arnold Schwarzenegger and	13	10
""	Douglas Kent Hall. (Simon & Schuster, $9.95.) Tips from the superstar of		
""	"""Pumping Iron."""		
""			
13	THE COUNTRY DIARY OF AN EDWARDIAN LADY, by Edith Holden. (Holt,	15	22
""	$14.95.) Record kept y a nature-lover and illustrator.		
""			
14	ADRIEN ARPEL'S THREE-WEEK CRASH MAKEOVER, SHAPEOVER BEAUTY	14	2
""	PROGRAM, by Adrien Arpel. (Antheneum, $11.95.) Advice from the head of an		
""	international cosmetics corporation.		
""			
15	THE FINAL CONCLAVE, by Malachi Martin. (Stein & Day, $11.95.) Communists	--	1
""	will influence choice of the next Pope.		
