This	November 27, 1977	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	1	10
""	in pre-Hobbit days.		
""			
2	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	2	28
""	family saga.		
""			
3	THE HONOURABLE SCHOOLBOY, by John le Carré. (Knopf, $10.) Espionage in	3	8
""	Hong Kong.		
""			
4	DANIEL MARTIN, by John Fowles. (Little, Brown, $12.95.) English screenwriter	4	10
""	reviews his life.		
""			
5	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	5	24
""	barnstorms Middle America.		
""			
6	THE BOOK OF MERLYN, by Terence H. White. (University of Texas Press,	8	8
""	"$9.95.) Missing book of ""The Once and Future King."""		
""			
7	THE IMMIGRANTS, by Howard Fast. (Houghton Mifflin, $6.95.) Ambition and love	9	7
""	in turn-of-the-century San Francisco.		
""			
8	DREAMS DIE FIRST, by Harold Robbins. (Simon & Schuster, $9.95.) Hustler-type	10	5
""	girlie magazine publisher.		
""			
9	THE SECOND DEADLY SIN, by Lawrence Sanders. (Putnam's, $9.95.) Cop	6	11
""	tracks down a painter's murderer.		
""			
10	BEGGARMAN, THIEF, by Irwin Shaw. (Delacorte, $9.95.) The next generation of	12	6
""	Jordaches takes over.		
""			
11	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	7	17
""	erotica written for a wealthy patron.		
""			
12	DYNASTY, by Robert S. Elegant. (McGraw-Hill, $10.95.) Saga of a Eurasian	11	15
""	family in Hong Kong over three generations.		
""			
13	COMA, by Robin Cook. (Little, Brown, $8.95.) Manchurian horror at the Boston	14	13
""	Memorial Hospital.		
""			
14	THE INVESTIGATION, by Dorothy Uhnak. (Simon & Schuster, $9.95.) Woman	13	11
""	accused of murdering her children.		
""			
15	THE PROFESSOR OF DESIRE, by Phillip Roth. (Farrar, Straus & Giroux, $8.95.)	15	2
""	The paradoxal male.		
This	November 27, 1977	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	1	13
""	$10.) More adventures of a Yorkshire vet.		
""			
2	THE AMITYVILLE HORROR, by Jay Anson. (Prentice-Hall, $7.95.) Haunted	10	4
""	house in suburbia.		
""			
3	SIX MEN, by Allistair Cooke. (Knopf, $8.95.) Profiles of public men he knew.	4	7
""			
4	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	2	21
""	to get yours.		
""			
5	THE BOOK OF LISTS, by David Wallechhinsky, Irving Wallace and Amy Wallace.	3	24
""	(Morrow, $10.95.) Facts that entertain.		
""			
6	THE DRAGONS OF EDEN, by Carl Sagan. (Random House, $8.95.) How human	5	24
""	intelligence evolved: a scientist's speculation.		
""			
7	THE CAMERA NEVER BLINKS, by Dan Rather with Mickey Herskowitz. (Morrow,	6	18
""	$10.) TV newsman's story.		
""			
8	THE COUNTRY DIARY OF AN EDWARDIAN LADY, by Edith Holden. (Holt,	8	3
""	$14.95.) Record kept by a nature lover and illustrator.		
""			
9	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	--	1
""	$14.95.) Everything you wanted to know about the little people.		
""			
10	THE WOMAN'S DRESS FOR SUCCESS BOOK, by John Malloy. (Follett, $9.95.)	13	2
""	Female guide to tasteful apparel.		
""			
11	ESSAYS OF E.B. WHITE, by E.B. White. (Harper & Row, $12.50.) Observations	7	6
""	on things large and small.		
""			
12	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	--	1
""	For fun and health.		
""			
13	DEAR ME, by Peter Ustinov. (Little, Brown, $9.95.) An actor's life.	--	1
""			
14	THE MANAGERIAL WOMAN., by Margaret Hennig and Anne Jardim. (Anchor	12	12
""	Press/Doubleday, $7.95.) Up in the organization.		
""			
15	VIVIEN LEIGH, by Anne Edwards. (Simon & Schuster, $9.95.) A tragic heroine,	14	19
""	born to please.		
