This	March 4, 1979	Last	Weeks
Week	Fiction	Week	On List
""			
1	CHESAPEAKE, by James A. Michener. (Random House, $12.95.) Four centuries	2	27
""	of Maryland's Eastern Shore.		
""			
2	WAR AND REMEMBRANCE, by Herman Wouk. (Little, Brown, $15.) The Henry	3	20
""	"family of ""The Winds of War"" during World War II."		
""			
3	OVERLOAD, by Arthur Hailey. (Doubleday, $10.95.) A public utility encounters a	1	6
""	crisis.		
""			
4	THE STORIES OF JOHN CHEEVER, by John Cheever. (Knopf, $15.) Visions of	5	11
""	lost moral order amid contemporary domestic disarray.		
""			
5	DRESS GRAY, by Lucian K. Truscott IV. (Doubleday, $10.95.) Scandal and cover-	12	2
""	up at West Point.		
""			
6	HANTA YO, by Ruth Beebe Hill. (Doubleday, $14.95.) Multigenerational saga of	--	1
""	American Indian culture.		
""			
7	EVERGREEN, by Belva Plain. (Delacorte, $10.) Jewish immigrant woman's rise	13	30
""	from Lower East Side poverty.		
""			
8	SECOND GENERATION, by Howard Fast. (Houghton Mifflin, $10.95.) The	6	22
""	"children of ""The immigrants"" on the eve of World War II."		
""			
9	THE SIXTH COMMANDMENT, by Lawrence Sanders. (Putnam's, $10.95.)	7	6
""	Suspicious practices of a doctor-researcher.		
""			
10	THE COUP, by John Updike. (Knopf, $8.95.) A comedy of incongruities set in	4	9
""	modern Africa.		
""			
11	THE FAR PAVILIONS, by M.M. Kaye. (St. Martin's, $12.95.) Love and war in the	9	22
""	high Himalayas.		
""			
12	FOOLS DIE, by Mario Puzo. (Putnam's, $12.50.) Hollywood tycoons and literary	8	22
""	celebrities gamble with fate.		
""			
13	PROTEUS, by Morris West. (Morrow, $9.95.) One man holds the world at bay.	11	2
""			
14	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $6.95.) Messiah	15	83
""	barnstorms Middle America.		
""			
15	BRIGHT FLOWS THE RIVER, by Taylor Caldwell. (Doubleday, $10.95.) The	10	17
""	angsts of a man confined to a sanitarium.		
This	March 4, 1979	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LAUREN BACALL BY MYSELF, by Lauren Bacall. (Knopf, $10.95.) Memories of	1	5
""	life with and without Bogart.		
""			
2	THE COMPLETE SCARSDALE MEDICAL DIET, by Herman Tarnower, M.D. and	4	5
""	Samm Sinclair Baker. (Rawson, Wade, $7.95.) A plan to lose up to 20 pounds in		
""	14 days.		
""			
3	MOMMIE DEAREST, by Christina Crawford. (Morrow, $9.95.) Life with Joan	2	16
""	Crawford.		
""			
4	A DISTANT MIRROR, by Barbara W. Tuchman. (Knopf, $15.95.) The calamitous	3	22
""	14th century.		
""			
5	AMERICAN CAESAR, by William Manchester. (Little, Brown, $15.) The life of	5	22
""	Douglas MacArthur.		
""			
6	LINDA GOODMAN'S LOVE SIGNS, by Linda Goodman. (Harper & Row, $12.95.)	6	6
""	Astrological guide.		
""			
7	IN SEARCH OF HISTORY, by Theodore H. White. (Harper & Row, $12.95.) A	7	22
""	journalist's memoirs.		
""			
8	NURSE, by Peggy Anderson. (St. Martin's Press, $10.95.) The personal and	12	7
""	professional life of a nurse in a metropolitan hospital.		
""			
9	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	10	61
""	For fun and health.		
""			
10	IF LIFE IS A BOWL OF CHERRIES -- WHAT AM I DOING IN THE PITS?  by	8	41
""	Erma Bombeck. (McGraw-Hill, $7.95.) More domestic drolleries.		
""			
11	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	11	59
""	$17.50.) All about the little people.		
""			
12	HOW TO PROSPER DURING THE COMING BAD YEARS, by Howard J. Ruff.	--	1
""	(Times Books, $8.95.) Personal investment guide.		
""			
13	WANDERINGS, by Chaim Potok. (Knopf, $17.95.) Four thousand years of Jewish	--	5
""	history.		
""			
14	TUTANKHAMUN: The Untold Story, by Thomas Hoving. (Simon & Schuster,	9	11
""	$12.95.) Howard Carter's relations with the Metropolitan Museum.		
""			
15	FAERIES, described and illustrated by Brian Froud and Alan Lee. (Harry N.	13	16
""	Abrams, $14.95.) Life in a world of magic.		
