This	November 13, 1977	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	1	8
""	in pre-Hobbit days.		
""			
2	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	2	26
""	family saga.		
""			
3	THE HONOURABLE SCHOOLBOY, by John le Carré. (Knopf, $10.) Espionage in	3	6
""	Hong Kong.		
""			
4	DANIEL MARTIN, by John Fowles. (Little, Brown, $12.95.) English screenwriter	4	8
""	reviews his life.		
""			
5	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	6	22
""	barnstorms Middle America.		
""			
6	THE SECOND DEADLY SIN, by Lawrence Sanders. (Putnam's, $9.95.) Cop	7	9
""	tracks down a painter's murderer.		
""			
7	THE IMMIGRANTS, by Howard Fast. (Houghton Mifflin, $6.95.) Ambition and love	5	5
""	in turn-of-the-century San Francisco.		
""			
8	DYNASTY, by Robert S. Elegant. (McGraw-Hill, $10.95.) Saga of a Eurasian	8	13
""	family in Hong Kong over three generations.		
""			
9	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	9	15
""	erotica written for a wealthy patron.		
""			
10	THE BOOK OF MERLYN, by Terence H. White. (University of Texas Press,	12	6
""	"$9.95.) Missing book of ""The Once and Future King."""		
""			
11	DREAMS DIE FIRST, by Harold Robbins. (Simon & Schuster, $9.95.) Hustler-type	11	3
""	girlie magazine publisher.		
""			
12	THE INVESTIGATION, by Dorothy Uhnak. (Simon & Schuster, $9.95.) Woman	13	9
""	accused of murdering her children.		
""			
13	BEGGARMAN, THIEF, by Irwin Shaw. (Delacorte, $9.95.) The next generation of	10	4
""	Jordaches takes over.		
""			
14	ATTACHMENTS, by Judith Rossner. (Simon and Schuster, $8.95.) Siamese twins	15	2
""	marry.		
""			
15	COMA, by Robin Cook. (Little, Brown, $8.95.) Manchurian horror at the Boston	14	11
""	Memorial Hospital.		
This	November 13, 1977	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	1	11
""	$10.) More adventures of a Yorkshire vet.		
""			
2	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	2	19
""	to get yours.		
""			
3	THE BOOK OF LISTS, by David Wallechhinsky, Irving Wallace and Amy Wallace.	3	22
""	(Morrow, $10.95.) Facts that entertain.		
""			
4	THE DRAGONS OF EDEN, by Carl Sagan. (Random House, $8.95.) How human	4	22
""	intelligence evolved: a scientist's speculation.		
""			
5	SIX MEN, by Allistair Cooke. (Knopf, $8.95.) Profiles of public men he knew.	5	5
""			
6	THE CAMERA NEVER BLINKS, by Dan Rather with Mickey Herskowitz. (Morrow,	7	16
""	$10.) TV newsman's story.		
""			
7	THE POSSIBLE DREAM, by Charles Paul Conn. (Revell, $6.95.) Story of the	9	10
""	Amway Corporation.		
""			
8	ESSAYS OF E.B. WHITE, by E.B. White. (Harper & Row, $12.50.) Observations	10	4
""	on things large and small.		
""			
9	VIVIEN LEIGH, by Anne Edwards. (Simon & Schuster, $9.95.) A tragic heroine,	6	17
""	born to please.		
""			
10	LOOKING GOOD, by Charles Hix. (Hawthorn, $14.95.) Male beauty book.	--	2
""			
11	THE PATH BETWEEN THE SEAS, by David McCullough. (Simon & Schuster,	15	14
""	$14.95.) The Panama Canal Story.		
""			
12	AT RANDOM, by Bennett Cerf. (Random House, $12.95.) The publisher's	14	3
""	reminiscences.		
""			
13	THE COUNTRY DIARY OF AN EDWARDIAN LADY, by Edith Holden. (Holt,	--	1
""	$14.95.) Record kept by a nature lover and illustrator.		
""			
14	YOUR ERRONEOUS ZONES, by Dr. Wayne W. Dyer. (Funk & Wagnalls, $6.95.)	11	64
""	Breezy self-help pep talk.		
""			
15	IT DIDN'T START WITH WATERGATE, by Victor Lasky. (Dial, $10.) The	8	23
""	Democrats did it too.		
