This	March 12, 1972	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE WINDS OF WAR, by Herman Wouk.	1	16
""			
2	WHEELS, by Arthur Hailey.	2	24
""			
3	THE DAY OF THE JACKAL, by Frederick Forsyth.	3	28
""			
4	THE EXORCIST, by William Peter Blatty.	4	39
""			
5	THE ASSASSINS, by Elia Kazan.	6	3
""			
6	THE BETSY, by Harold Robbins.	7	14
""			
7	RABBIT REDUX, by John Updike.	8	15
""			
8	THE FRIENDS OF EDDIE COYLE, by George V. Higgins.	--	1
""			
9	MESSAGE FROM MALAGA, by Helen MacInnes.	5	24
""			
10	OUR GANG, by Philip Roth.	9	17
This	March 12, 1972	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ELEANOR AND FRANKLIN, by Joseph P. Lash.	1	20
""			
2	THE GAME OF THE FOXES, by Ladislas Farago.	3	6
""			
3	THE DEFENSE NEVER RESTS, by F. Lee Bailey.	4	9
""			
4	TRACY AND HEPBURN, by Garson Kanin.	2	14
""			
5	BURY MY HEART AT WOUNDED KNEE, by Dee Brown.	5	53
""			
6	THE MOON'S A BALLOON, by David Niven.	6	3
""			
7	THE DOUBLE- CROSS SYSTEM, by J. C. Masterman.	10	2
""			
8	BRIAN PICCOLO: A SHORT SEASON, by Jeannie Morris.	9	11
""			
9	JENNIE, VOLUME TWO, by Ralph G. Martin.	8	16
""			
10	OPEN MARRIAGE, by Nena and George O'Neill.	--	1
