This	October 2, 1977	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	3	2
""	in pre-Hobbit days.		
""			
2	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	1	20
""	family saga.		
""			
3	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	2	16
""	barnstorms Middle America.		
""			
4	DYNASTY, by Robert S. Elegant. (McGraw-Hill, $10.95.) Saga of a Eurasian	5	7
""	family in Hong Kong over three generations.		
""			
5	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	7	9
""	erotica written for a wealthy patron.		
""			
6	COMA, by Robin Cook. (Little, Brown, $8.95.) Manchurian horror at the Boston	6	5
""	Memorial Hospital.		
""			
7	THE CRASH OF '79, by Paul E. Erdman. (Simon & Schuster, $8.95.) Sheiks, oil,	4	42
""	International intrigue and skullduggery.		
""			
8	DANIEL MARTIN, by John Fowles. (Little, Brown, $12.95.) English screenwriter	15	2
""	reviews his life.		
""			
9	THE INVESTIGATION, by Dorothy Uhnak. (Simon & Schuster, $9.95.) Woman	8	4
""	accused of murdering her children.		
""			
10	OLIVER'S STORY, by Erich Segal. (Harper & Row, $7.95.) Tearless but well-	11	30
""	"meaning sequel to ""Love Story."""		
""			
11	THE SECOND DEADLY SIN, by Lawrence Sanders. (Putnam's, $9.95.) Cop	9	3
""	tracks down a painter's murderer.		
""			
12	FULL DISCLOSURE, by William Safire. (Doubleday, $10.95.) President goes	10	11
""	blind; White House intrigue.		
""			
13	CONDOMINIUM, by John D. MacDonald. (J.B. Lippincott, $10.) Disaster hits	12	24
""	Leisure Village.		
""			
14	THE RICH ARE DIFFERENT, by Susan Howatch. (Simon & Schuster, $11.50.)	13	6
""	They have more money.		
""			
15	THE PUBLIC BURNING, by Robert Coover. (Viking, $12.95.) The Rosenburgs as	--	1
""	myth.		
This	October 2, 1977	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	1	5
""	$10.) More adventures of a Yorkshire vet.		
""			
2	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	3	13
""	to get yours.		
""			
3	THE BOOK OF LISTS, by David Wallechhinsky, Irving Wallace and Amy Wallace.	4	16
""	(Morrow, $10.95.) Facts that entertain.		
""			
4	YOUR ERRONEOUS ZONES, by Dr. Wayne W. Dyer. (Funk & Wagnalls, $6.95.)	2	58
""	Breezy self-help pep talk.		
""			
5	THE DRAGONS OF EDEN, by Carl Sagan. (Random House, $8.95.) How human	5	16
""	intelligence evolved: a scientist's speculation.		
""			
6	THE CAMERA NEVER BLINKS, by Dan Rather with Mickey Herskowitz. (Morrow,	6	10
""	$10.) TV newsman's story.		
""			
7	VIVIEN LEIGH, by Anne Edwards. (Simon & Schuster, $9.95.) A tragic heroine,	8	11
""	born to please.		
""			
8	THE PATH BETWEEN THE SEAS, by David McCullough. (Simon & Schuster,	11	8
""	$14.95.) The Panama Canal Story.		
""			
9	IT DIDN'T START WITH WATERGATE, by Victor Lasky. (Dial, $10.) The	9	17
""	Democrats did it too.		
""			
10	THE POSSIBLE DREAM, by Charles Paul Conn. (Revell, $6.95.) Story of the	10	4
""	Amway Corporation.		
""			
11	THE MANAGERIAL WOMAN., by Margaret Hennig and Anne Jardim. (Anchor	--	5
""	Press/Doubleday, $7.95.) Up in the organization.		
""			
12	MONTY, by Robert LaGuardia. (Arbor House, $12.95.) Life of the actor	13	2
""	Montgomery Clift.		
""			
13	HOW TO TAKE CHARGE OF YOUR LIFE, by Milfred Newman and Bernard	12	4
""	Berkowitz. (Harcourt Brace Jovanovich, $5.95.) Advice for the failure-prone.		
""			
14	FISHBAIT: The Memoirs of the Congressional Doorkeeper, by William Miller, as	15	12
""	told to Frances Spatz Leighton. (Prentice-Hall, $12.50.) Capitol Hill tell-all.		
""			
15	THE GRASS IS ALWAYS GREENER OVER THE SEPTIC TANK, by Erma	--	48
""	Bombeck. (McGraw-Hill, $6.95.) Suburban humor by the columnist.		
