This	May 4, 1975	Last	Weeks
Week	Fiction	Week	On List
""			
1	"THE MONEYCHANGERS, by Arthur Hailey. (Doubleday, $10.) The ""Airport"" et"	2	6
""	seq. treatment -- this time applied to banking.		
""			
2	CENTENNIAL, by James Michener.  (Random House, $12.50.) Dioramic historical	1	36
""	novel covering the land and people around Centennial, Colo.		
""			
3	THE PROMISE OF JOY, by Allen Drury. (Doubleday, $10.) More implausible	3	6
""	"Washington melodrama; featuring the ""yellow peril"" no less."		
""			
4	THE DREADFUL LEMON SKY, by John D, MacDonald. (Lippincott, $6.95.) Travis	5	7
""	McGee again, with MacDonald proving once more he is a fine writer -- period.		
""			
5	THE SEVEN-PER-CENT SOLUTION, edited by Nicholas Meyer.  (Dutton, $6.95.)	4	33
""	Droll resurrection of Sherlock Holmes, in which he kicks cocaine, foils a grand plot		
""	against world peace.		
""			
6	BLACK SUNDAY, by Thomas Harris (Putnam's, $7.95.) Bludgeoning, topical	9	9
""	thriller about plot to blow up the Super Bowl.		
""			
7	A MONTH OF SUNDAYS, by John Updike. (Knopf, $6.95.) Straying parson;	6	7
""	beautifully written but a frail structure for some weighty thoughts.		
""			
8	LADY, by Thomas Tryon.  (Knopf, $7.95.) Intimations of evil about her that are	7	22
""	slow in revealing themselves.		
""			
9	SOMETHING HAPPENED, by Joseph Heller. (Knopf, $10.)  A man's obsession	8	28
""	with the past: a revelation of a type and a time.		
""			
10	SPINDRIFT, by Phyllis A. Whitney. (Doubleday, $7.95.) The old reliable of the	10	2
""	modern Gothic performing to form.		
This	May 4, 1975	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE BERMUDA TRIANGLE, by Charles Berlitz. (Doubleday, $7.95.) Uncritical	1	25
""	theorizing about allegedly mysterious ship-plane disappearances.		
""			
2	THE ASCENT OF MAN,  by J. Bronowski. (Little, Brown, $15.) Instructive lecture	4	7
""	course on the evolution of science and technology.		
""			
3	HERE AT THE NEW YORKER, by Brendan Gill. (Random House, $12.95.) Witty	3	8
""	anecdotal history of the magazine's first 50 years.		
""			
4	HELTER SKELTER, by Vincent Bugliosi with Curt Gentry. (Norton, $10.)	2	17
""	Authoritative account of the Manson family murders and trial.		
""			
5	THE BANKERS, by Martin Mayer. (Weybright and Talley, $15.) Comprehensive,	5	13
""	fact-laden look at banking, lacking in daily-life relevance.		
""			
6	TOTAL FITNESS, by Laurence E. Morehouse and Leonard Gross. (Simon &	--	1
""	Schuster, $6.95.) Twelve hours to a better body is the claim.		
""			
7	STRICTLY SPEAKING, by Edwin Newman. (Bobbs-Merrill, $7.95.) A plea for	6	23
""	good English, with a plenitude of funny-horrible examples.		
""			
8	THE PALACE GUARD, by Dan Rather and Gary Paul Gates.  (Harper & Row,	8	24
""	$8.95.) Juicy anecdotes about the Nixon White House; debatable theorizing.		
""			
9	ANOTHER PART OF THE WOOD: A Self-Portrait, by Kenneth Clark. (Harper &	--	1
""	Row, $11.) Self-deprecating humorous memoirs.		
""			
10	ALL THINGS BRIGHT AND BEAUTIFUL, by James Herriot. (St. Martin's Press,	7	30
""	$8.95.) Pleasant memoirs of a Yorkshire veterinarian.		
