This	April 23, 1978	Last	Weeks
Week	Fiction	Week	On List
""			
1	BLOODLINE, by Sidney Sheldon. (Morrow, $9.95.) Love and high financial	1	11
""	intrigue on three continents.		
""			
2	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	2	49
""	family saga.		
""			
3	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	4	31
""	in pre-Hobbit days.		
""			
4	SCRUPLES, by Judith Krantz. (Crown, $10.) Woman's rise in the fashion world.	5	7
""			
5	THE HUMAN FACTOR, by Graham Greene. (Simon & Schuster, $9.95.) Spy	3	5
""	novel with the Greene touch.		
""			
6	WHISTLE, by James Jones. (Delacorte, $10.95.) Final Volume of Jones's World	6	4
""	War II trilogy; honest and moving.		
""			
7	THE PLAGUE DOGS, by Richard Adams. (Knopf, $10.95.) Cops and	8	4
""	dogknappers in Southern California.		
""			
8	THE HOLCROFT COVENANT, by Robert Ludlum. (Putnam's/Richard Marek,	7	3
""	$10.95.) Nazi scheme to found a Fourth Reich.		
""			
9	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	12	45
""	barnstorms Middle America.		
""			
10	THE WOMEN'S ROOM, by Marilyn French. (Summit Books, $10.95.) Woman's	9	20
""	rough road to liberation.		
""			
11	RACHEL, THE RABBI'S WIFE, by Sylvia Tenenbaum. (Morrow, $9.95.) Keeping	10	9
""	the faith in suburbia.		
""			
12	THE HONORABLE SCHOOLBOY, by John le Carré. (Knopf, $10.) Espionage in	11	29
""	Hong Kong.		
""			
13	THE BLACK MARBLE, by Joseph Wambaugh. (Delacorte, $9.95.) Cops and	13	17
""	dogknappers in Southern California.		
""			
14	A STRANGER IS WATCHING, by Mary Higgins Clark. (Simon & Schuster, $8.95.)	15	4
""	Random killer at large in the city.		
""			
15	DREAMS DIE FIRST, by Harold Robbins. (Simon & Schuster, $9.95.) Hustler-type	14	25
""	girlie magazine publisher.		
This	April 23, 1978	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	1	22
""	For fun and health.		
""			
2	IF LIFE IS A BOWL OF CHERRIES -- WHAT AM I DOING IN THE PITS?  by	7	2
""	Erma Bombeck. (McGraw-Hill, $7.95.) More domestic drolleries.		
""			
3	THE ENDS OF POWER, by H.R. Halderman with Joseph DiMona. (Times Books,	2	7
""	$12.95.) Watergate, etc. by the former Presidential aide.		
""			
4	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	3	21
""	$14.95.) Everything you wanted to know about the little people.		
""			
5	MY MOTHER/MY SELF, by Nancy Friday. (Delacorte, $9.95.) A study of the	4	12
""	mother and daughter relationship.		
""			
6	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	5	34
""	$10.) More adventures of a Yorkshire vet.		
""			
7	THE AMITYVILLE HORROR, by Jay Anson. (Prentice-Hall, $7.95.) Haunted	8	25
""	house in suburbia.		
""			
8	ADRIEN ARPEL'S THREE-WEEK CRASH MAKEOVER, SHAPEOVER BEAUTY	6	4
""	PROGRAM, by Adrien Arpel. (Antheneum, $11.95.) Advice from the head of an		
""	international cosmetics corporation.		
""			
9	COMING INTO THE COUNTRY, by John McPhee. (Farrar, Straus & Giroux,	10	14
""	$10.95.) The last of the big country - Alaska.		
""			
10	THE SECOND RING OF POWER, by Carlos Castaneda. (Simon & Schuster,	9	19
""	$9.95.) Sorceress tests Castaneda.		
""			
11	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	11	42
""	to get yours.		
""			
12	THE COUNTRY DIARY OF AN EDWARDIAN LADY, by Edith Holden. (Holt,	13	24
""	$14.95.) Record kept y a nature-lover and illustrator.		
""			
13	DESIGNING YOUR FACE, by Way Bandy. (Random House, $8.95.) How to use	12	18
""	cosmetics.		
""			
14	ARNOLD: The Education of a Body Builder, by Arnold Schwarzenegger and	--	11
""	Douglas Kent Hall. (Simon & Schuster, $9.95.) Tips from the superstar of		
""	"""Pumping Iron."""		
""			
15	THE WOMAN'S DRESS FOR SUCCESS BOOK, by John Malloy. (Follett, $9.95.)	--	18
""	Female guide to tasteful apparel.		
